y_hat,y_hat_sigma,y_true
0.13489197,0.023992442,0.0
0.12462167,0.024826014,0.0
0.8188712,0.046546493,1.0
0.1299725,0.023931695,0.0
0.59830487,0.074688636,1.0
0.88358194,0.03291826,1.0
0.2293915,0.042971604,0.0
0.4810192,0.08134265,1.0
0.7796778,0.04457198,1.0
0.81371045,0.058650292,1.0
0.93906564,0.021485848,1.0
0.21522026,0.08272118,0.0
0.266657,0.064780384,0.0
0.9370275,0.020149417,1.0
0.9130645,0.028573694,1.0
0.36546332,0.07407532,0.0
0.2643322,0.057671577,1.0
0.1295779,0.026271516,0.0
0.7161197,0.06267069,0.0
0.553874,0.09699962,0.0
0.077123925,0.017620688,0.0
0.3216661,0.067733936,0.0
0.8944585,0.040846054,1.0
0.14896753,0.026163358,0.0
0.18505259,0.057617273,0.0
0.117387295,0.035136636,0.0
0.25540733,0.065076105,1.0
0.28703037,0.07357581,1.0
0.76772493,0.053348422,1.0
0.2779121,0.07272569,0.0
0.10507374,0.036479402,0.0
0.8997985,0.031722616,1.0
0.8608195,0.04764473,1.0
0.050997566,0.018213704,0.0
0.9235898,0.031840626,1.0
0.96535283,0.013785815,1.0
0.7651103,0.05632128,1.0
0.8766668,0.03733355,1.0
0.9091231,0.03568403,1.0
0.31721637,0.0734875,1.0
0.9338804,0.020627107,1.0
0.41958222,0.0720563,0.0
0.13331875,0.039121598,0.0
0.40106705,0.08050221,0.0
0.43145752,0.09431152,0.0
0.19411804,0.045148294,1.0
0.23710029,0.058162764,1.0
0.79414636,0.05415416,1.0
0.19619282,0.06738663,0.0
0.24966575,0.059157964,1.0
0.12702554,0.04238484,0.0
0.86873436,0.04091428,1.0
0.6802379,0.0528787,0.0
0.95188826,0.01665436,1.0
0.06884636,0.029858133,0.0
0.19984308,0.053599697,0.0
0.15392753,0.026750341,0.0
0.6284455,0.07782096,1.0
0.2612551,0.07562536,0.0
0.76682687,0.04956866,0.0
0.41373867,0.08380085,1.0
0.50741524,0.08443269,1.0
0.24539302,0.054299027,0.0
0.13838294,0.02570713,0.0
0.5757045,0.07819744,1.0
0.37955433,0.072766386,0.0
0.16571394,0.054546103,0.0
0.8954296,0.028501568,1.0
0.104882285,0.020573922,0.0
0.15278351,0.040858537,0.0
0.89837813,0.02448563,1.0
0.341082,0.07340502,1.0
0.15010385,0.026125321,0.0
0.11261869,0.032843534,0.0
0.4732992,0.072782576,0.0
0.9668543,0.010484194,1.0
0.4319992,0.080910996,1.0
0.9623583,0.02052376,1.0
0.30787092,0.072931044,1.0
0.06044755,0.019707367,0.0
0.970401,0.013679236,1.0
0.91023546,0.052632585,1.0
0.5431558,0.06693944,0.0
0.1634303,0.02877351,0.0
0.35325968,0.06676608,0.0
0.2750951,0.050105926,1.0
0.16470024,0.044598892,0.0
0.22374946,0.05644491,0.0
0.41653976,0.085573085,0.0
0.6089052,0.0859859,0.0
0.07839253,0.02890881,0.0
0.065059274,0.021623047,0.0
0.24856694,0.067882314,0.0
0.23705532,0.07409564,0.0
0.14877932,0.02688332,1.0
0.81468475,0.051495317,1.0
0.64135253,0.07618902,0.0
0.1374018,0.025082687,0.0
0.118733175,0.034769177,0.0
0.84989375,0.048160333,1.0
0.10542787,0.050939005,0.0
0.9273934,0.026120575,1.0
0.07653923,0.02692759,0.0
0.83525753,0.037793003,1.0
0.74912757,0.06084324,1.0
0.12590575,0.035850424,0.0
0.7663439,0.04995136,1.0
0.77641755,0.05694535,1.0
0.3569782,0.07177255,1.0
0.7751391,0.073905855,1.0
0.1871426,0.047023296,0.0
0.35051456,0.088545404,0.0
0.43632007,0.076528504,1.0
0.4475789,0.10437246,0.0
0.072506204,0.024047231,0.0
0.9396078,0.018037286,1.0
0.37394428,0.091113515,1.0
0.97325283,0.010853342,1.0
0.31989294,0.06521495,0.0
0.7537967,0.060224842,1.0
0.1841517,0.04739742,0.0
0.5614412,0.09436807,1.0
0.1725709,0.044270825,0.0
0.49401322,0.08646221,0.0
0.12049929,0.03149973,0.0
0.91052127,0.02596885,1.0
0.20998037,0.056843217,0.0
0.64708483,0.08155137,1.0
0.408078,0.0879124,1.0
0.68613935,0.08215235,1.0
0.91085666,0.032399893,1.0
0.4105694,0.13729002,0.0
0.50595534,0.077830605,0.0
0.1786454,0.030845305,0.0
0.16377719,0.028359354,0.0
0.1629951,0.027947662,0.0
0.97344863,0.01056401,1.0
0.10193896,0.028699694,0.0
0.11160896,0.025805341,0.0
0.18509123,0.05225811,1.0
0.71091455,0.07725548,1.0
0.13047042,0.046320084,0.0
0.56768626,0.094034694,0.0
0.7064266,0.07233747,1.0
0.9570081,0.018892338,1.0
0.23081172,0.05567277,0.0
0.13739316,0.024946876,0.0
0.67121875,0.06605492,1.0
0.7836463,0.06708286,1.0
0.133721,0.058934566,0.0
0.42531002,0.08315995,1.0
0.14691253,0.038731117,0.0
0.89369005,0.027660739,1.0
0.3260314,0.06762613,0.0
0.20153682,0.053227838,0.0
0.7117792,0.058536615,1.0
0.15973374,0.042022865,0.0
0.26412994,0.062592395,0.0
0.13745336,0.024926482,1.0
0.94889534,0.01752399,1.0
0.5299308,0.08047477,1.0
0.9627606,0.016279314,1.0
0.76043683,0.06384709,1.0
0.9081846,0.024052044,1.0
0.1709043,0.047145613,0.0
0.30852577,0.0608818,1.0
0.17193824,0.05067473,0.0
0.7749292,0.055001803,1.0
0.1634921,0.02835154,0.0
0.5379414,0.07814302,1.0
0.23298311,0.060571972,0.0
0.816934,0.046973027,1.0
0.8057544,0.04343779,1.0
0.14940003,0.045408465,0.0
0.5471191,0.07861014,0.0
0.16701066,0.040008802,0.0
0.114220165,0.03162991,0.0
0.9083081,0.0351051,1.0
0.1336403,0.024272386,0.0
0.1329399,0.030265797,0.0
0.9584889,0.015837219,1.0
0.61036384,0.09247787,1.0
0.5797513,0.08423281,1.0
0.258119,0.058729205,0.0
0.8303908,0.05281722,1.0
0.11551169,0.021955565,0.0
0.27670997,0.07344207,1.0
0.18078844,0.057591207,0.0
0.0978868,0.031208334,0.0
0.23789409,0.06767966,0.0
0.9051312,0.027293265,1.0
0.90895206,0.026007222,1.0
0.1800933,0.052249275,0.0
0.08867593,0.028267212,0.0
0.94958895,0.015377394,1.0
0.05555181,0.019141637,0.0
0.182144,0.05074519,0.0
0.2934535,0.08303373,0.0
0.61795133,0.084644586,0.0
0.89953,0.025239157,1.0
0.23336715,0.059701428,1.0
0.8824653,0.033696134,1.0
0.12460752,0.038744748,0.0
0.88538927,0.030732634,1.0
0.8578938,0.0364542,1.0
0.97810364,0.011152717,1.0
0.2283563,0.058740854,0.0
0.7912524,0.051496748,0.0
0.3077284,0.06448321,1.0
0.23199993,0.050394747,0.0
0.19496614,0.037307866,0.0
0.90550995,0.030304117,1.0
0.78570354,0.060716115,1.0
0.50330603,0.05993554,0.0
0.84524375,0.068202004,0.0
0.8579586,0.037035886,1.0
0.8575502,0.041093066,1.0
0.13330662,0.040932793,1.0
0.9094076,0.03191078,1.0
0.47929147,0.07802348,1.0
0.29734552,0.06854805,1.0
0.8557908,0.04026014,1.0
0.9556824,0.013092064,1.0
0.563349,0.09085207,1.0
0.28661224,0.06539008,1.0
0.8458388,0.043530595,1.0
0.14046004,0.03696037,0.0
0.8599927,0.03485837,1.0
0.22688128,0.06632472,0.0
0.48186904,0.0789959,0.0
0.75198907,0.06774761,0.0
0.11045581,0.034557387,0.0
0.1438248,0.043224815,0.0
0.36631313,0.07655678,0.0
0.22404835,0.056416605,0.0
0.14689887,0.02568023,0.0
0.9451179,0.021654336,1.0
0.8956865,0.030247109,1.0
0.16387929,0.028011749,0.0
0.11288458,0.031699065,0.0
0.18196808,0.033983987,0.0
0.8448422,0.03854689,1.0
0.1983105,0.05587945,0.0
0.19477746,0.05932135,0.0
0.13789234,0.049599163,0.0
0.43115097,0.07517764,0.0
0.9444421,0.018067628,1.0
0.51004803,0.07075735,0.0
0.3646269,0.07736935,0.0
0.0852102,0.028761119,0.0
0.054468133,0.014034529,0.0
0.5793259,0.096220985,1.0
0.8482951,0.04878528,1.0
0.93676955,0.018361121,1.0
0.21764046,0.060678106,0.0
0.34511673,0.07205657,1.0
0.87572473,0.04278341,1.0
0.69825643,0.05656014,1.0
0.39579993,0.08096531,1.0
0.6425374,0.09298864,1.0
0.42212397,0.07737655,0.0
0.3961707,0.081239946,0.0
0.5121798,0.083670564,0.0
0.122723214,0.03628902,0.0
0.9278127,0.019783398,1.0
0.35806403,0.09092002,1.0
0.30202565,0.08075552,0.0
0.7061949,0.07645056,0.0
0.3528671,0.06527846,0.0
0.58294076,0.0889251,1.0
0.07447038,0.026125351,0.0
0.49554083,0.07071554,1.0
0.37930214,0.08659664,1.0
0.118579224,0.022563584,0.0
0.1710749,0.05796136,1.0
0.3526378,0.088908456,0.0
0.67946446,0.09106311,0.0
0.513818,0.0929195,0.0
0.09492041,0.028947882,0.0
0.36805034,0.06301756,0.0
0.8272982,0.0509301,1.0
0.062129993,0.016239358,1.0
0.2717585,0.062549114,0.0
0.9619575,0.016628144,1.0
0.17121279,0.041584425,0.0
0.20394497,0.04748712,0.0
0.16366108,0.040000193,0.0
0.93011093,0.024784822,1.0
0.20331529,0.03683331,0.0
0.51916474,0.05272853,0.0
0.9513738,0.01784548,1.0
0.9795086,0.008264393,1.0
0.4403474,0.071702845,0.0
0.33216512,0.10127466,1.0
0.8060866,0.04742569,0.0
0.44880038,0.0744387,1.0
0.31622818,0.08231993,1.0
0.6684289,0.066953145,0.0
0.361488,0.08141764,1.0
0.20005652,0.048317727,0.0
0.17801696,0.04078298,1.0
0.25352368,0.08818657,1.0
0.92745674,0.022624113,1.0
0.13479814,0.024360543,0.0
0.8816212,0.038240466,1.0
0.8481047,0.047605574,1.0
0.14528878,0.027154993,0.0
0.8019945,0.04393589,1.0
0.6556849,0.07119173,1.0
0.89136213,0.032896712,0.0
0.49833834,0.08552933,0.0
0.9548793,0.015213558,1.0
0.7250365,0.06468186,0.0
0.49599013,0.0806586,1.0
0.08203774,0.026052525,1.0
0.19472533,0.061515946,0.0
0.19713143,0.04517879,0.0
0.91444844,0.026173458,1.0
0.75373083,0.059311844,1.0
0.83780694,0.046229262,0.0
0.16077201,0.028158642,0.0
0.22384512,0.05744332,0.0
0.89763963,0.028414888,1.0
0.5148063,0.08113125,0.0
0.8127596,0.058468845,1.0
0.7449881,0.051284377,0.0
0.19306698,0.05309264,0.0
0.08491766,0.021162456,0.0
0.90336454,0.028360723,1.0
0.892084,0.03274428,1.0
0.96895725,0.013061126,1.0
0.9753918,0.010245202,1.0
0.8775583,0.03349027,1.0
0.91372675,0.026491841,1.0
0.7803569,0.06353584,1.0
0.23202659,0.06486421,0.0
0.94577175,0.024047246,1.0
0.4472108,0.08555834,0.0
0.67056495,0.0662739,0.0
0.8995624,0.03061192,1.0
0.84976006,0.03801915,0.0
0.8120896,0.060792483,1.0
0.80385506,0.05892935,1.0
0.16083139,0.045121845,0.0
0.13501413,0.027101634,0.0
0.339892,0.08146849,1.0
0.9341128,0.020875506,1.0
0.12434414,0.023476241,0.0
0.23964754,0.076843746,0.0
0.66300344,0.078128986,1.0
0.19226557,0.056293298,0.0
0.16894521,0.04433981,0.0
0.38072035,0.07866402,0.0
0.86710984,0.035710156,1.0
0.08927741,0.022483343,0.0
0.12652214,0.023544125,0.0
0.98073107,0.007624837,1.0
0.099921525,0.020074965,1.0
0.22769077,0.053392034,0.0
0.14754833,0.05235361,0.0
0.12918393,0.041657366,0.0
0.39822638,0.10963913,1.0
0.8064321,0.046649527,1.0
0.6932731,0.071230136,1.0
0.2198434,0.060253274,0.0
0.7925414,0.052403994,1.0
0.17957546,0.048904542,0.0
0.9748296,0.010213812,1.0
0.42155504,0.08214196,0.0
0.9643991,0.011278228,1.0
0.92866135,0.021751223,1.0
0.15563959,0.046359003,0.0
0.9107001,0.024582306,1.0
0.30826646,0.08121199,1.0
0.8676168,0.043997858,1.0
0.2925448,0.05110942,0.0
0.18191911,0.05817497,0.0
0.34675413,0.07119247,1.0
0.20308997,0.030771136,0.0
0.3282636,0.059701983,0.0
0.93360704,0.022820104,1.0
0.29165304,0.059505317,1.0
0.5327804,0.091934025,1.0
0.17153996,0.029025085,0.0
0.10747658,0.044664808,0.0
0.16409557,0.033453938,0.0
0.13001655,0.056007937,0.0
0.30883378,0.07086535,1.0
0.92887247,0.027139965,1.0
0.97700745,0.012057623,1.0
0.14870247,0.04364623,0.0
0.7542086,0.05630472,1.0
0.5337957,0.07663874,1.0
0.15033962,0.026796067,0.0
0.07883479,0.027450617,0.0
0.22091085,0.07194868,0.0
0.23095581,0.0725382,0.0
0.52776194,0.09164803,0.0
0.2288083,0.05825676,0.0
0.96763504,0.011217351,1.0
0.8915482,0.03296953,1.0
0.5358738,0.09333011,1.0
0.23739704,0.07377658,1.0
0.16468246,0.046813414,1.0
0.12289555,0.037603974,0.0
0.8584254,0.047275715,1.0
0.39654505,0.08787439,1.0
0.23678789,0.061779708,0.0
0.29906484,0.06800326,1.0
0.17125462,0.04532903,0.0
0.22358088,0.056280658,1.0
0.13247664,0.024890577,1.0
0.3542413,0.107888445,0.0
0.8698252,0.037015054,1.0
0.92908263,0.022416964,0.0
0.07304853,0.019824686,0.0
0.9360289,0.024393141,1.0
0.91815645,0.020702804,1.0
0.5106388,0.083061196,1.0
0.9751677,0.009585981,1.0
0.716947,0.056249768,1.0
0.27053773,0.049603187,0.0
0.738101,0.06197329,1.0
0.18092833,0.050526228,0.0
0.60603756,0.098770276,1.0
0.76378113,0.048564255,0.0
0.9376496,0.01915724,1.0
0.18621258,0.058468875,0.0
0.8166661,0.047009297,0.0
0.8894959,0.032828256,1.0
0.7863132,0.045056492,1.0
0.24527791,0.05873539,0.0
0.22674595,0.05819821,0.0
0.47246712,0.12319063,0.0
0.936579,0.019603467,1.0
0.93628967,0.025871886,1.0
0.62992626,0.073545635,0.0
0.06869104,0.021344805,0.0
0.06932414,0.023650073,0.0
0.91405237,0.030572992,1.0
0.23494749,0.04927682,0.0
0.32997826,0.08054355,0.0
0.8948133,0.029568056,1.0
0.93397146,0.021427175,1.0
0.9178955,0.030701725,1.0
0.9682949,0.013733697,1.0
0.84164345,0.034911953,1.0
0.32349017,0.070772156,0.0
0.12326299,0.025272148,0.0
0.79600954,0.04601937,0.0
0.45662114,0.07583216,0.0
0.18003315,0.03432634,1.0
0.5361383,0.10194607,0.0
0.098021924,0.020011473,0.0
0.095577,0.031159587,0.0
0.92957187,0.020042092,1.0
0.21699528,0.055467173,1.0
0.9031963,0.02947254,1.0
0.40815696,0.054121017,0.0
0.6334438,0.06629669,1.0
0.15240955,0.05151947,1.0
0.13992628,0.025336543,1.0
0.80345577,0.048418537,0.0
0.6452581,0.061689373,1.0
0.09024658,0.021535236,0.0
0.13660617,0.024800608,0.0
0.47650668,0.098578446,1.0
0.09772572,0.031907987,0.0
0.24476452,0.06587754,1.0
0.16969636,0.031328194,0.0
0.8892937,0.03201815,1.0
0.20161606,0.054647632,0.0
0.4043549,0.05520392,0.0
0.25334847,0.055300448,0.0
0.13000397,0.062042974,0.0
0.09931362,0.033509564,0.0
0.968649,0.010328222,1.0
0.3716516,0.06816057,0.0
0.06735117,0.01584434,0.0
0.88273954,0.03780391,1.0
0.18720913,0.057149038,0.0
0.17911182,0.028765542,0.0
0.19372804,0.04172632,1.0
0.6276699,0.06064042,0.0
0.5563206,0.09651918,1.0
0.1765741,0.029805498,0.0
0.22742788,0.05642647,0.0
0.94494075,0.016931353,1.0
0.6615194,0.07424851,1.0
0.548086,0.118607916,1.0
0.8557259,0.042526823,1.0
0.061309863,0.022251884,0.0
0.9107921,0.027097125,1.0
0.8832676,0.035976965,1.0
0.10544325,0.03694329,0.0
0.11207416,0.0371644,0.0
0.81593835,0.04383202,1.0
0.6168889,0.08028923,0.0
0.19131674,0.051243715,0.0
0.12841088,0.042907346,0.0
0.1233975,0.0272147,0.0
0.08484696,0.026003614,0.0
0.16250086,0.054467622,0.0
0.16360532,0.027338143,0.0
0.10169998,0.027760984,0.0
0.6464276,0.10283662,1.0
0.2557753,0.045539778,1.0
0.19382092,0.057827465,0.0
0.9809162,0.009825471,1.0
0.10133839,0.031333998,0.0
0.03491261,0.01104635,0.0
0.9337168,0.025334053,1.0
0.99177235,0.0050288914,1.0
0.13172634,0.033254374,0.0
0.36390495,0.094018236,0.0
0.41462612,0.08938769,0.0
0.26684216,0.042144336,0.0
0.16169971,0.057789717,0.0
0.8399848,0.041008573,1.0
0.15544887,0.042209707,0.0
0.42806768,0.08654178,1.0
0.3253936,0.06774451,1.0
0.40624854,0.09258552,1.0
0.9515283,0.018699342,1.0
0.6941187,0.052565638,1.0
0.6823058,0.0705114,1.0
0.7710507,0.049916685,1.0
0.6606613,0.06864043,1.0
0.8287904,0.047890384,1.0
0.1374424,0.025294308,0.0
0.13411176,0.040974002,0.0
0.2545336,0.06257853,0.0
0.32889757,0.06304477,0.0
0.59004456,0.08706214,0.0
0.9609329,0.01773306,1.0
0.5102885,0.10231448,0.0
0.7108344,0.05861439,1.0
0.3429361,0.087600395,1.0
0.95840937,0.015964007,1.0
0.19283791,0.046425186,0.0
0.15623079,0.05190738,0.0
0.93632185,0.021385085,1.0
0.69164884,0.054906785,1.0
0.1377436,0.025026806,0.0
0.15457115,0.040704593,0.0
0.36168596,0.071200885,0.0
0.2324519,0.06899404,0.0
0.3613038,0.101826034,0.0
0.11754453,0.021656819,0.0
0.6492088,0.07987853,1.0
0.79265887,0.05894989,1.0
0.32447642,0.07099497,0.0
0.6451034,0.057597857,1.0
0.09493828,0.031883124,0.0
0.9385266,0.01784444,1.0
0.12611526,0.024796696,0.0
0.35622862,0.050008256,1.0
0.12613952,0.023389658,0.0
0.23773831,0.051928803,0.0
0.9698703,0.014391609,1.0
0.9208149,0.037395515,1.0
0.63269854,0.06455077,1.0
0.7537222,0.08563847,0.0
0.08353875,0.0324155,0.0
0.9029469,0.032765515,1.0
0.96949285,0.012225676,1.0
0.10837729,0.03396277,0.0
0.07199029,0.025266135,0.0
0.4477125,0.07965973,1.0
0.20465997,0.0438969,0.0
0.18932037,0.04634401,1.0
0.10254812,0.03146602,0.0
0.7826936,0.05001668,1.0
0.95713514,0.015764752,1.0
0.9700853,0.011879971,1.0
0.69797873,0.062966086,0.0
0.59563327,0.07024029,1.0
0.14410906,0.026021838,1.0
0.5477815,0.06992675,1.0
0.9670669,0.015246227,1.0
0.44614395,0.073244154,1.0
0.8817328,0.031933952,1.0
0.93341017,0.01791752,1.0
0.43492055,0.075928204,0.0
0.17472456,0.04291194,0.0
0.11196587,0.026968973,0.0
0.1726693,0.04081281,0.0
0.27870694,0.07936153,0.0
0.59126043,0.12211752,1.0
0.22278811,0.050135516,0.0
0.18725781,0.05225277,0.0
0.93033504,0.028156761,1.0
0.28724676,0.06271542,1.0
0.11012894,0.03757979,0.0
0.13610323,0.034446247,0.0
0.9465752,0.019891508,1.0
0.622833,0.06569719,0.0
0.16256472,0.028251985,0.0
0.10183463,0.035665657,0.0
0.48368153,0.09086541,1.0
0.8610093,0.04465318,0.0
0.63688874,0.07191372,1.0
0.19195987,0.061998542,0.0
0.9347748,0.022579359,1.0
0.35221276,0.06173333,1.0
0.94210976,0.027383327,1.0
0.19943734,0.04062422,0.0
0.96056014,0.015437609,1.0
0.17537996,0.046447016,0.0
0.18491557,0.04754242,1.0
0.78066474,0.059716616,1.0
0.87054807,0.042775135,1.0
0.7552853,0.059189554,0.0
0.16124164,0.04964859,0.0
0.12457333,0.033260364,0.0
0.6192893,0.0900471,1.0
0.9412395,0.018172318,1.0
0.3858315,0.08603701,0.0
0.19993885,0.065069854,0.0
0.1423168,0.04824817,0.0
0.80322737,0.046549223,1.0
0.2922203,0.08139965,0.0
0.1353004,0.024753971,0.0
0.7809911,0.056791995,0.0
0.13484137,0.02439537,0.0
0.51079607,0.08057845,1.0
0.1915572,0.034847144,1.0
0.8276544,0.042360157,1.0
0.19992076,0.062291987,0.0
0.11714994,0.039471205,0.0
0.31018394,0.06829769,0.0
0.20249248,0.035226032,0.0
0.80509645,0.04299417,0.0
0.2156929,0.044432353,0.0
0.5244229,0.08640493,1.0
0.10604864,0.03845117,0.0
0.13447304,0.02417344,0.0
0.5809649,0.07541434,1.0
0.27753174,0.058238655,0.0
0.69346374,0.076817974,1.0
0.13156897,0.02427657,0.0
0.9541181,0.016409323,1.0
0.12189497,0.04115467,0.0
0.07142677,0.026046868,0.0
0.7675347,0.059168186,0.0
0.43970805,0.08861714,1.0
0.9359553,0.01998278,1.0
0.3482228,0.09815067,0.0
0.35321563,0.076060005,0.0
0.5197086,0.076278165,0.0
0.25799054,0.06415242,0.0
0.28942436,0.04893673,0.0
0.98801786,0.005064679,1.0
0.06248047,0.021390228,0.0
0.16369075,0.028320871,0.0
0.41216007,0.11323376,0.0
0.4094656,0.10277561,1.0
0.8621866,0.037815563,1.0
0.21066931,0.03935312,0.0
0.8552967,0.041124765,1.0
0.14870344,0.047377937,0.0
0.9227758,0.02453813,1.0
0.25032634,0.0392094,0.0
0.29230306,0.054788753,0.0
0.0031838522,0.003254929,0.0
0.92282677,0.022902755,1.0
0.68348074,0.0791267,0.0
0.51372653,0.09547446,0.0
0.9431871,0.016079396,1.0
0.8352998,0.044658523,1.0
0.18507656,0.04498563,0.0
0.9662628,0.01090364,1.0
0.8568007,0.04356002,1.0
0.32313222,0.075490974,0.0
0.08587601,0.028349083,0.0
0.106808975,0.030389672,0.0
0.92566067,0.024851741,1.0
0.07058728,0.02309138,0.0
0.91226465,0.027063126,1.0
0.14281467,0.041076012,0.0
0.06904102,0.028344695,0.0
0.19539851,0.042248156,1.0
0.8614876,0.03795594,1.0
0.24652001,0.06126758,0.0
0.34173197,0.07675521,0.0
0.6917316,0.09391973,1.0
0.9759529,0.009979471,1.0
0.06082469,0.01970605,0.0
0.7081411,0.063021384,1.0
0.3762391,0.07358143,1.0
0.15152173,0.057462618,0.0
0.9253698,0.022323096,1.0
0.90316594,0.033167586,1.0
0.45257568,0.08290792,0.0
0.71812123,0.071939036,0.0
0.2862107,0.039706092,0.0
0.8314714,0.057257596,1.0
0.9821854,0.00816178,1.0
0.7866518,0.050391372,1.0
0.14386562,0.026365079,0.0
0.31992623,0.07601787,0.0
0.8900013,0.03259257,1.0
0.49821508,0.07604105,0.0
0.68523586,0.072043985,1.0
0.9129932,0.025475651,1.0
0.28243768,0.07665124,0.0
0.23617344,0.05828621,1.0
0.23793317,0.059032664,0.0
0.9215999,0.02323516,1.0
0.8068698,0.048826866,0.0
0.8887773,0.033213533,1.0
0.71392024,0.056346178,1.0
0.79879147,0.051631667,1.0
0.46631992,0.06857123,0.0
0.08558576,0.027424945,0.0
0.90541935,0.030548638,1.0
0.20494427,0.057037283,0.0
0.80824184,0.048547465,1.0
0.7727054,0.04722194,1.0
0.09820427,0.034534357,0.0
0.2158018,0.036233548,1.0
0.8188224,0.047894437,1.0
0.15801844,0.058238477,0.0
0.6806456,0.060010444,1.0
0.102817215,0.031757675,0.0
0.43413046,0.078544356,1.0
0.14055704,0.040732652,0.0
