y_hat,y_hat_sigma,y_true,y_hat_mlp,y_true_mlp
0.32866088,0.075625286,0.0,0.12715583,0.0
0.14426066,0.046371404,0.0,0.5144802,0.0
0.029293982,0.012479686,0.0,0.064685605,0.0
0.19895184,0.052652847,0.0,0.27942023,0.0
0.9881809,0.004991338,1.0,0.9993457,1.0
0.33576244,0.060840398,0.0,0.04822141,0.0
0.92407745,0.019927807,1.0,0.8214751,1.0
0.78784597,0.0506485,1.0,0.6605883,1.0
0.934114,0.019572023,1.0,0.83086145,1.0
0.109881155,0.021249646,0.0,0.03222711,0.0
0.9579887,0.012658359,1.0,0.96976656,1.0
0.28610992,0.065422006,0.0,0.24685289,0.0
0.39366725,0.073285535,0.0,0.32473966,0.0
0.9694293,0.010246272,1.0,0.9522505,1.0
0.9436332,0.017833963,1.0,0.77463204,1.0
0.30858657,0.093243204,1.0,0.45024452,1.0
0.20259143,0.045449927,1.0,0.024877567,1.0
0.6806715,0.073727965,0.0,0.88837385,0.0
0.85202205,0.042116087,1.0,0.77013814,1.0
0.3412507,0.11720543,1.0,0.36746794,1.0
0.29661646,0.071455956,0.0,0.2829138,0.0
0.5778192,0.09803386,1.0,0.36751232,1.0
0.12328949,0.03485363,0.0,0.08654741,0.0
0.9733683,0.010240295,1.0,0.9869587,1.0
0.7483001,0.05063075,1.0,0.3744945,1.0
0.58000267,0.087009504,1.0,0.48990104,1.0
0.51767325,0.114704825,1.0,0.9524497,1.0
0.37445053,0.088105924,0.0,0.23127393,0.0
0.878868,0.03668525,1.0,0.8449661,1.0
0.053132396,0.014011083,0.0,0.056778252,0.0
0.07820988,0.025867773,1.0,0.13359866,1.0
0.31268507,0.065066785,0.0,0.59270805,0.0
0.5995624,0.07712193,1.0,0.867768,1.0
0.16040511,0.0449474,0.0,0.1321056,0.0
0.9506746,0.016939472,1.0,0.8530654,1.0
0.75037336,0.06797553,0.0,0.24808726,0.0
0.13684814,0.02594068,1.0,0.34742588,1.0
0.21284448,0.035523836,1.0,0.0850227,1.0
0.32415667,0.07302438,0.0,0.12886828,0.0
0.92244726,0.025036456,1.0,0.95308626,1.0
0.115643516,0.025206765,0.0,0.06763314,0.0
0.59570444,0.07977907,1.0,0.48683515,1.0
0.063200176,0.020536562,0.0,0.030741526,0.0
0.48341572,0.088768385,0.0,0.20879613,0.0
0.85353184,0.039533794,1.0,0.846744,1.0
0.8770908,0.027309367,0.0,0.9479973,0.0
0.89779305,0.027849179,1.0,0.8808285,1.0
0.10222371,0.025367,0.0,0.056275584,0.0
0.8782127,0.03359092,0.0,0.9431486,0.0
0.23291868,0.05347104,0.0,0.095204435,0.0
0.3080605,0.07800794,0.0,0.044683404,0.0
0.98658997,0.0069324877,1.0,0.99932396,1.0
0.88270485,0.03076266,1.0,0.9153273,1.0
0.10220226,0.031104906,1.0,0.06436927,1.0
0.7034279,0.07103301,1.0,0.88306564,1.0
0.60956746,0.07324604,0.0,0.68630093,0.0
0.41574737,0.08753845,1.0,0.33955917,1.0
0.73002374,0.06476034,0.0,0.94465923,0.0
0.9793092,0.008849718,1.0,0.9981086,1.0
0.10060945,0.019489316,0.0,0.16222048,0.0
0.41893956,0.0742732,0.0,0.17381564,0.0
0.58228713,0.08249706,1.0,0.21846066,1.0
0.12608962,0.023976143,0.0,0.15672971,0.0
0.09753863,0.02942093,0.0,0.093039274,0.0
0.12914635,0.024645614,0.0,0.15707879,0.0
0.8550883,0.049149923,1.0,0.64381325,1.0
0.6543585,0.059664488,1.0,0.8500735,1.0
0.47575787,0.08354227,1.0,0.51890296,1.0
0.31419864,0.07079809,0.0,0.46302086,0.0
0.43130624,0.089937806,1.0,0.9753062,1.0
0.3404774,0.06388733,1.0,0.0146971345,1.0
0.27026087,0.043657944,0.0,0.14490175,0.0
0.84554696,0.041039597,1.0,0.7904278,1.0
0.21901792,0.05560607,1.0,0.16699216,1.0
0.77012134,0.05241761,1.0,0.94078463,1.0
0.85919845,0.03923515,1.0,0.93627506,1.0
0.0718071,0.024387613,1.0,0.039045133,1.0
0.13674521,0.024541862,0.0,0.07978865,0.0
0.9509322,0.016533919,1.0,0.9742588,1.0
0.9717479,0.011742497,1.0,0.9992681,1.0
0.14983281,0.027209686,0.0,0.09214746,0.0
0.76701814,0.056797255,1.0,0.5555501,1.0
0.5517419,0.08307504,0.0,0.11632904,0.0
0.46255723,0.09333966,1.0,0.41036367,1.0
0.14355576,0.0380103,0.0,0.09821876,0.0
0.9014695,0.02817548,1.0,0.92513907,1.0
0.84119064,0.050314408,1.0,0.88903207,1.0
0.07932807,0.027020179,0.0,0.0044208243,0.0
0.8327346,0.04521035,1.0,0.74925184,1.0
0.8826632,0.04129173,1.0,0.9839902,1.0
0.9039501,0.033538748,1.0,0.60955536,1.0
0.8848591,0.027478611,1.0,0.92245984,1.0
0.7585888,0.06277506,0.0,0.2513162,0.0
0.26731434,0.04657406,0.0,0.1692992,0.0
0.16237286,0.044610526,1.0,0.025711294,1.0
0.39469913,0.0916788,0.0,0.28933704,0.0
0.45367217,0.08909713,1.0,0.15110667,1.0
0.74499744,0.0582204,1.0,0.67381305,1.0
0.9372673,0.02616639,1.0,0.8009888,1.0
0.93631834,0.026438054,0.0,0.9486536,0.0
0.17107369,0.048095983,0.0,0.024704507,0.0
0.1707698,0.03501696,0.0,0.1352738,0.0
0.9425707,0.015801953,1.0,0.9286869,1.0
0.13044013,0.02660582,0.0,0.14001553,0.0
0.12208666,0.022787098,0.0,0.12837322,0.0
0.13741143,0.0266041,0.0,0.093080185,0.0
0.7696796,0.0558951,1.0,0.8398108,1.0
0.12224116,0.023002129,0.0,0.12766917,0.0
0.5555833,0.076249994,1.0,0.9411217,1.0
0.87112665,0.035494097,1.0,0.9532111,1.0
0.218671,0.04168103,0.0,0.3065962,0.0
0.44709596,0.08460877,1.0,0.21577978,1.0
0.73528963,0.056961104,1.0,0.8388426,1.0
0.80297244,0.06267117,1.0,0.7260777,1.0
0.9466122,0.018593114,1.0,0.9424262,1.0
0.2083126,0.07369842,0.0,0.057811484,0.0
0.27592775,0.062245883,0.0,0.32135943,0.0
0.93170595,0.021610627,1.0,0.9779181,1.0
0.8992031,0.03586397,1.0,0.8472786,1.0
0.37142518,0.08019426,0.0,0.5066478,0.0
0.23831593,0.04962359,1.0,0.5914128,1.0
0.10147633,0.021625878,0.0,0.040337842,0.0
0.69130564,0.06455904,0.0,0.98532456,0.0
0.5221164,0.103087135,0.0,0.38326064,0.0
0.07828551,0.017645007,0.0,0.0034840335,0.0
0.3764456,0.077879086,0.0,0.24852602,0.0
0.87438154,0.040043756,1.0,0.9777219,1.0
0.13748412,0.025257118,0.0,0.036074035,0.0
0.19428022,0.06012272,0.0,0.10948584,0.0
0.11516382,0.032561474,0.0,0.4819993,0.0
0.27518964,0.0643196,1.0,0.4869581,1.0
0.30812338,0.08143336,1.0,0.88752824,1.0
0.76989764,0.051096216,1.0,0.60531586,1.0
0.24887402,0.07063689,0.0,0.4135529,0.0
0.103304654,0.03750293,0.0,0.041597635,0.0
0.89985615,0.033011824,1.0,0.8710017,1.0
0.86750096,0.046616703,1.0,0.9649765,1.0
0.052778095,0.016472481,0.0,0.015859764,0.0
0.92051417,0.03371513,1.0,0.98226905,1.0
0.97288245,0.011513546,1.0,0.9965341,1.0
0.80546016,0.05106356,1.0,0.81653714,1.0
0.8359587,0.042994235,1.0,0.86738795,1.0
0.9039908,0.036050797,1.0,0.97547364,1.0
0.29856172,0.06758485,1.0,0.49276698,1.0
0.9342036,0.0209425,1.0,0.9555644,1.0
0.35076812,0.068837,0.0,0.11810974,0.0
0.16717316,0.050484467,0.0,0.022142256,0.0
0.42371187,0.080721416,0.0,0.51135284,0.0
0.41125488,0.09486062,0.0,0.8393441,0.0
0.20715585,0.047472674,1.0,0.031449303,1.0
0.28039,0.065792926,1.0,0.15748714,1.0
0.76727057,0.055538263,1.0,0.8763392,1.0
0.26059094,0.07396368,0.0,0.3304042,0.0
0.27862576,0.058598872,1.0,0.020310586,1.0
0.14338945,0.044253714,0.0,0.047059,0.0
0.882404,0.03320056,1.0,0.86297923,1.0
0.67598224,0.05469977,0.0,0.37786233,0.0
0.953341,0.016016029,1.0,0.8833419,1.0
0.09100274,0.033942915,0.0,0.00405026,0.0
0.22827867,0.059934396,0.0,0.8039362,0.0
0.13694055,0.025301084,0.0,0.08026788,0.0
0.6418145,0.07372123,1.0,0.71857154,1.0
0.23308237,0.0628735,0.0,0.5605335,0.0
0.766074,0.05190745,0.0,0.71969324,0.0
0.39915782,0.09165292,1.0,0.8838281,1.0
0.4736206,0.079021215,1.0,0.9327515,1.0
0.2913229,0.059791237,0.0,0.66608155,0.0
0.1253888,0.024232397,0.0,0.07033912,0.0
0.58054364,0.075677186,1.0,0.94075733,1.0
0.40147054,0.072858326,0.0,0.18328756,0.0
0.18361984,0.06116572,0.0,0.2663237,0.0
0.9326374,0.019596906,1.0,0.9301776,1.0
0.08391492,0.018333353,0.0,0.0415641,0.0
0.16750999,0.04531811,0.0,0.7867199,0.0
0.90931875,0.022241408,1.0,0.90962154,1.0
0.34385383,0.072635986,1.0,0.5867822,1.0
0.1381735,0.02590167,0.0,0.10943385,0.0
0.1204794,0.03381427,0.0,0.2254815,0.0
0.53184986,0.08394723,0.0,0.2889079,0.0
0.9720026,0.009529199,1.0,0.96236306,1.0
0.4729973,0.090278246,1.0,0.7830786,1.0
0.9545917,0.023276458,1.0,0.97787935,1.0
0.28677884,0.067397065,1.0,0.5739963,1.0
0.065572195,0.021220692,0.0,0.036380157,0.0
0.9671489,0.01411848,1.0,0.9359193,1.0
0.89898777,0.04941225,1.0,0.89762694,1.0
0.4817495,0.05945165,0.0,0.32370317,0.0
0.14979944,0.027658155,0.0,0.24932934,0.0
0.34486425,0.06691567,0.0,0.4180864,0.0
0.26330182,0.048194636,1.0,0.09503858,1.0
0.21435016,0.051700354,0.0,0.29204243,0.0
0.21264634,0.053198293,0.0,0.08831036,0.0
0.4197748,0.0836071,0.0,0.61703765,0.0
0.6079619,0.0865155,0.0,0.60615194,0.0
0.093813635,0.031533077,0.0,0.2361597,0.0
0.06707527,0.02098926,0.0,0.20080517,0.0
0.24354503,0.06375171,0.0,0.88760495,0.0
0.19972853,0.069321126,0.0,0.5583111,0.0
0.13936742,0.026261752,1.0,0.14338782,1.0
0.7459506,0.058314703,1.0,0.93163145,1.0
0.64517766,0.07343271,0.0,0.4854679,0.0
0.12562723,0.024136333,0.0,0.13594262,0.0
0.12882358,0.03630263,0.0,0.06080753,0.0
0.8365666,0.050898656,1.0,0.9347453,1.0
0.05065992,0.028307125,0.0,0.319241,0.0
0.92645204,0.02569147,1.0,0.96079654,1.0
0.073851086,0.024042828,0.0,0.08162673,0.0
0.79961896,0.04430082,1.0,0.9563988,1.0
0.67807615,0.06734767,1.0,0.7148593,1.0
0.12808321,0.035687935,0.0,0.3692111,0.0
0.7432463,0.05798635,1.0,0.68463486,1.0
0.8342889,0.042985786,1.0,0.9690002,1.0
0.3983026,0.077099115,1.0,0.6134967,1.0
0.775853,0.070169576,1.0,0.32104743,1.0
0.19435704,0.050157778,0.0,0.08998558,0.0
0.29983985,0.085055396,0.0,0.6776599,0.0
0.4162905,0.076235645,1.0,0.028943455,1.0
0.536299,0.09899155,0.0,0.7225524,0.0
0.08098476,0.025130283,0.0,0.04843998,0.0
0.9250088,0.023132462,1.0,0.9770369,1.0
0.45564345,0.084399596,1.0,0.9385355,1.0
0.96999025,0.011416061,1.0,0.95985615,1.0
0.29771462,0.0635407,0.0,0.32248893,0.0
0.76871437,0.055469576,1.0,0.43939903,1.0
0.18718156,0.04790481,0.0,0.03163434,0.0
0.5373226,0.09344401,1.0,0.43556517,1.0
0.18090796,0.048088938,0.0,0.035063695,0.0
0.45604658,0.081141025,0.0,0.52481997,0.0
0.12367709,0.030892817,0.0,0.06078425,0.0
0.9236781,0.024046475,1.0,0.89815664,1.0
0.21497895,0.060217258,0.0,0.08280384,0.0
0.66133565,0.07876843,1.0,0.68306714,1.0
0.37557775,0.07295662,1.0,0.15942323,1.0
0.6172152,0.091545686,1.0,0.6485358,1.0
0.9042501,0.03156875,1.0,0.9847467,1.0
0.29536363,0.114627056,0.0,0.5049912,0.0
0.46908334,0.082157254,0.0,0.8369139,0.0
0.16968918,0.03043049,0.0,0.12507239,0.0
0.14973523,0.02704514,0.0,0.04863374,0.0
0.15366423,0.02736429,0.0,0.049237926,0.0
0.97860175,0.008877065,1.0,0.99834764,1.0
0.09133592,0.024497917,0.0,0.24634404,0.0
0.12097527,0.026255174,0.0,0.30308902,0.0
0.2014792,0.05901402,1.0,0.31157386,1.0
0.7388506,0.06675063,1.0,0.48123938,1.0
0.15756506,0.051179517,0.0,0.07764149,0.0
0.6085019,0.09138983,0.0,0.6421269,0.0
0.71724445,0.07209337,1.0,0.9427434,1.0
0.95953107,0.017731467,1.0,0.9965808,1.0
0.24281716,0.054892264,0.0,0.41675913,0.0
0.1256404,0.024131007,0.0,0.04130346,0.0
0.67165965,0.06571543,1.0,0.7828699,1.0
0.7731208,0.06645376,1.0,0.9089686,1.0
0.14779216,0.06289327,0.0,0.13113302,0.0
0.3825881,0.094311014,1.0,0.07999233,1.0
0.19180419,0.04394172,0.0,0.73772776,0.0
0.8972078,0.025133263,1.0,0.9500471,1.0
0.33603024,0.06907689,0.0,0.7524717,0.0
0.21794617,0.05719946,0.0,0.082909174,0.0
0.73792696,0.055701803,1.0,0.947736,1.0
0.16512465,0.045197632,0.0,0.19836065,0.0
0.28859663,0.065299585,0.0,0.078145444,0.0
0.12550293,0.02400515,1.0,0.05421124,1.0
0.9425061,0.017849613,1.0,0.9917012,1.0
0.5380968,0.079444125,1.0,0.28144583,1.0
0.9561673,0.017724318,1.0,0.9938828,1.0
0.7171362,0.06962,1.0,0.840052,1.0
0.9019329,0.023920508,1.0,0.68789196,1.0
0.15231338,0.040726744,0.0,0.15927097,0.0
0.35305738,0.06715401,1.0,0.4701794,1.0
0.152871,0.044710428,0.0,0.07973835,0.0
0.79332817,0.051473767,1.0,0.5135212,1.0
0.15076348,0.02718956,0.0,0.057915147,0.0
0.52225554,0.073811695,1.0,0.3870782,1.0
0.2649019,0.060874186,0.0,0.24232861,0.0
0.80369216,0.049189012,1.0,0.81170607,1.0
0.78755,0.04595811,1.0,0.90719295,1.0
0.17804138,0.05012941,0.0,0.03034388,0.0
0.578011,0.079619125,0.0,0.55006,0.0
0.19829077,0.045253925,0.0,0.21619326,0.0
0.11294108,0.028782677,0.0,0.050572257,0.0
0.90187854,0.036927328,1.0,0.97556055,1.0
0.12552384,0.023547389,0.0,0.19087856,0.0
0.10792935,0.025420668,0.0,0.0781207,0.0
0.9566754,0.015982088,1.0,0.9935336,1.0
0.62981534,0.08341526,1.0,0.8509931,1.0
0.6235388,0.08376264,1.0,0.18951367,1.0
0.26434594,0.06015173,0.0,0.3164499,0.0
0.87264407,0.04507227,1.0,0.9617045,1.0
0.116094455,0.022431914,0.0,0.19321066,0.0
0.2753728,0.06924526,1.0,0.6732877,1.0
0.17222887,0.051108297,0.0,0.34588176,0.0
0.11415436,0.03761548,0.0,0.046262436,0.0
0.21627791,0.059640806,0.0,0.53766215,0.0
0.9243233,0.023559976,1.0,0.9360545,1.0
0.89715,0.02966241,1.0,0.94828993,1.0
0.18452156,0.053826123,0.0,0.15105228,0.0
0.08710906,0.025879249,0.0,0.094828114,0.0
0.95455194,0.013670753,1.0,0.9849183,1.0
0.060809948,0.02077446,0.0,0.08093041,0.0
0.1637367,0.04797938,0.0,0.25504696,0.0
0.4152293,0.0828621,0.0,0.68523055,0.0
0.59592956,0.07814518,0.0,0.90007305,0.0
0.8916117,0.026244113,1.0,0.8971519,1.0
0.2678888,0.06525349,1.0,0.08534089,1.0
0.8938259,0.030570237,1.0,0.88752186,1.0
0.123651795,0.036344193,0.0,0.1511946,0.0
0.90713185,0.026850441,1.0,0.92120683,1.0
0.86323583,0.036253605,1.0,0.9014603,1.0
0.9777895,0.011865582,1.0,0.99271727,1.0
0.23163396,0.053425163,0.0,0.104609914,0.0
0.8007612,0.051461194,0.0,0.6195898,0.0
0.3293628,0.068320885,1.0,0.12852925,1.0
0.2162344,0.044588096,0.0,0.06403249,0.0
0.21164595,0.040609866,0.0,0.049643822,0.0
0.88754094,0.032418255,1.0,0.44566774,1.0
0.80388653,0.05526919,1.0,0.6471627,1.0
0.5132773,0.062683016,0.0,0.37132245,0.0
0.8537359,0.058689322,0.0,0.61495036,0.0
0.86098623,0.03316822,1.0,0.9675157,1.0
0.8169122,0.051320277,1.0,0.872799,1.0
0.13799156,0.03937502,1.0,0.18031415,1.0
0.91101426,0.03036789,1.0,0.7874126,1.0
0.45259953,0.07814837,1.0,0.064248875,1.0
0.27458405,0.06810582,1.0,0.17421138,1.0
0.84585315,0.043024916,1.0,0.6805777,1.0
0.95747316,0.013420414,1.0,0.9768439,1.0
0.6275335,0.086607546,1.0,0.18554243,1.0
0.32376105,0.070835315,1.0,0.04475488,1.0
0.85773045,0.041727223,1.0,0.93368834,1.0
0.14206436,0.03741391,0.0,0.033837248,0.0
0.8639341,0.0353241,1.0,0.9734595,1.0
0.24862465,0.073017,0.0,0.14342928,0.0
0.4837219,0.08470396,0.0,0.9201416,0.0
0.73025155,0.06627567,0.0,0.7541136,0.0
0.16009375,0.04844907,0.0,0.051677074,0.0
0.15635091,0.04403441,0.0,0.39445445,0.0
0.38263988,0.07571735,0.0,0.35446295,0.0
0.22154832,0.057671696,0.0,0.15385114,0.0
0.13641682,0.025200456,0.0,0.2983474,0.0
0.93818223,0.023774836,1.0,0.91969824,1.0
0.88865584,0.033084515,1.0,0.86381906,1.0
0.1494869,0.027344469,0.0,0.25912926,0.0
0.09913721,0.027081575,0.0,0.09781086,0.0
0.17260481,0.033121306,0.0,0.35053822,0.0
0.8599332,0.036269322,1.0,0.9866274,1.0
0.23082703,0.063603185,0.0,0.20144725,0.0
0.19420977,0.06367748,0.0,0.11339056,0.0
0.13114019,0.04426229,0.0,0.09771862,0.0
0.46949533,0.069929115,0.0,0.19615042,0.0
0.9442949,0.01810717,1.0,0.995044,1.0
0.5103992,0.06984026,0.0,0.93884695,0.0
0.35370782,0.076060586,0.0,0.40502468,0.0
0.07996512,0.025941592,0.0,0.15608214,0.0
0.04620675,0.01189956,0.0,0.03133555,0.0
0.6019392,0.089361355,1.0,0.51371723,1.0
0.90157044,0.030650727,1.0,0.98549044,1.0
0.93214774,0.018819375,1.0,0.9158349,1.0
0.23862632,0.059774477,0.0,0.6413846,0.0
0.33827743,0.078339055,1.0,0.119487315,1.0
0.911112,0.029942822,1.0,0.93198305,1.0
0.7256534,0.053137835,1.0,0.28861538,1.0
0.40775365,0.08627086,1.0,0.2103313,1.0
0.65527344,0.09197262,1.0,0.66410166,1.0
0.4035618,0.082692504,0.0,0.6004575,0.0
0.44867364,0.08377705,0.0,0.62789124,0.0
0.5006334,0.08077039,0.0,0.37341768,0.0
0.12060407,0.034148224,0.0,0.071565226,0.0
0.9402294,0.016408717,1.0,0.7938953,1.0
0.45383075,0.095730774,1.0,0.5680628,1.0
0.26371744,0.070182204,0.0,0.19832626,0.0
0.67905164,0.07038944,0.0,0.9814658,0.0
0.3897745,0.070365414,0.0,0.13289692,0.0
0.5840003,0.092665374,1.0,0.75728744,1.0
0.06982515,0.022513123,0.0,0.0813313,0.0
0.4748298,0.071237475,1.0,0.7807191,1.0
0.39069566,0.0827265,1.0,0.5122308,1.0
0.116204605,0.022467123,0.0,0.40779498,0.0
0.17018858,0.05236627,1.0,0.057694647,1.0
0.27906194,0.08319869,0.0,0.3521907,0.0
0.6279007,0.080140054,0.0,0.40209243,0.0
0.5484011,0.08866245,0.0,0.33047584,0.0
0.101241864,0.02981638,0.0,0.10464304,0.0
0.3514079,0.056072183,0.0,0.7185739,0.0
0.7900311,0.057731897,1.0,0.84680825,1.0
0.059924457,0.015660528,1.0,0.29048252,1.0
0.2799051,0.06399302,0.0,0.25821254,0.0
0.9726787,0.012516553,1.0,0.95235497,1.0
0.18410237,0.043042354,0.0,0.15357947,0.0
0.18666472,0.04484052,0.0,0.1434104,0.0
0.1749803,0.042419966,0.0,0.030059483,0.0
0.9513704,0.018587105,1.0,0.9872247,1.0
0.19948767,0.036960457,0.0,0.47019327,0.0
0.4964931,0.051316142,0.0,0.8494565,0.0
0.938535,0.022154689,1.0,0.8215241,1.0
0.9797738,0.0084137535,1.0,0.9725788,1.0
0.4551311,0.07249467,0.0,0.6101507,0.0
0.39359635,0.10232944,1.0,0.4383514,1.0
0.8064461,0.04861621,0.0,0.88542324,0.0
0.45349038,0.07778357,1.0,0.18453842,1.0
0.4194958,0.08451485,1.0,0.39083737,1.0
0.6467305,0.07291883,0.0,0.6523227,0.0
0.42900202,0.08797763,1.0,0.3462494,1.0
0.20050037,0.048450444,0.0,0.082032695,0.0
0.15205602,0.034841355,1.0,0.13633613,1.0
0.23367386,0.08898006,1.0,0.20972084,1.0
0.93713456,0.021124858,1.0,0.7800732,1.0
0.12345227,0.02354117,0.0,0.12860474,0.0
0.87903905,0.040022615,1.0,0.43288812,1.0
0.8391242,0.046873856,1.0,0.9063355,1.0
0.118858226,0.023340626,0.0,0.1240721,0.0
0.81079954,0.041531846,1.0,0.67006516,1.0
0.6539446,0.06960872,1.0,0.70128286,1.0
0.8942082,0.030013833,0.0,0.9765702,0.0
0.49389097,0.083225824,0.0,0.25084975,0.0
0.9669786,0.011502532,1.0,0.9710034,1.0
0.7114471,0.060546234,0.0,0.75398535,0.0
0.48866406,0.08102774,1.0,0.2101337,1.0
0.091168396,0.027351473,1.0,0.013962877,1.0
0.19788566,0.057949543,0.0,0.102798335,0.0
0.13859689,0.032416373,0.0,0.034999248,0.0
0.90841526,0.027149927,1.0,0.77433914,1.0
0.73308885,0.06164744,1.0,0.6726095,1.0
0.84147227,0.04216312,0.0,0.893366,0.0
0.1486444,0.027014507,0.0,0.08971043,0.0
0.26138166,0.06581687,0.0,0.13669941,0.0
0.9247173,0.024611037,1.0,0.9474231,1.0
0.52128494,0.08246199,0.0,0.48112142,0.0
0.7817211,0.06373806,1.0,0.74983203,1.0
0.7238698,0.05660003,0.0,0.5456247,0.0
0.1907626,0.05062252,0.0,0.023836643,0.0
0.089111395,0.020299857,0.0,0.010646728,0.0
0.90250915,0.027605664,1.0,0.93392015,1.0
0.88798714,0.03401836,1.0,0.9398717,1.0
0.97272325,0.011883905,1.0,0.94643456,1.0
0.9782238,0.008694033,1.0,0.99425536,1.0
0.83911455,0.039310288,1.0,0.9462826,1.0
0.91500294,0.02695725,1.0,0.92825776,1.0
0.774334,0.063556865,1.0,0.8909528,1.0
0.2342784,0.06825131,0.0,0.0848755,0.0
0.94830906,0.025861518,1.0,0.9891044,1.0
0.42120844,0.077691026,0.0,0.8192249,0.0
0.6186134,0.06557034,0.0,0.5820968,0.0
0.91498095,0.029175954,1.0,0.8240614,1.0
0.8679672,0.03320037,0.0,0.85602766,0.0
0.7961744,0.05866409,1.0,0.6849559,1.0
0.8284571,0.04993862,1.0,0.96654934,1.0
0.17407566,0.045492996,0.0,0.17832045,0.0
0.13044576,0.026793119,0.0,0.024800058,0.0
0.3621905,0.08585647,1.0,0.25330296,1.0
0.9225346,0.022970648,1.0,0.9276428,1.0
0.116583556,0.02247353,0.0,0.32812503,0.0
0.2625774,0.083514504,0.0,0.07402645,0.0
0.6471502,0.07723068,1.0,0.17862596,1.0
0.15559979,0.045616124,0.0,0.107143834,0.0
0.15554024,0.042503245,0.0,0.076633126,0.0
0.38255408,0.078137815,0.0,0.13807982,0.0
0.88273203,0.03137652,1.0,0.9502576,1.0
0.099381246,0.024056204,0.0,0.019264726,0.0
0.120202884,0.022524215,0.0,0.06950126,0.0
0.9802589,0.007507435,1.0,0.99600047,1.0
0.10006894,0.01993991,1.0,0.04954763,1.0
0.23967683,0.054337144,0.0,0.11957351,0.0
0.18042359,0.05696119,0.0,0.19015405,0.0
0.14259347,0.041379638,0.0,0.14871128,0.0
0.38361096,0.09766983,1.0,0.87838054,1.0
0.8002866,0.0534285,1.0,0.6189149,1.0
0.69159865,0.08019114,1.0,0.30055344,1.0
0.17770295,0.054325655,0.0,0.09799391,0.0
0.8302256,0.046923805,1.0,0.75675184,1.0
0.18789318,0.05072981,0.0,0.14223696,0.0
0.98338616,0.0075194943,1.0,0.9780806,1.0
0.38194102,0.07712225,0.0,0.2516144,0.0
0.96519375,0.010749846,1.0,0.9668725,1.0
0.92678183,0.021398436,1.0,0.8937879,1.0
0.12815712,0.03926409,0.0,0.03909371,0.0
0.90695584,0.023138838,1.0,0.9861827,1.0
0.2136272,0.07228901,1.0,0.7017641,1.0
0.88234514,0.040170733,1.0,0.98194295,1.0
0.2796836,0.04952869,0.0,0.25232646,0.0
0.1502896,0.0525989,0.0,0.19139537,0.0
0.3147207,0.063666046,1.0,0.7127926,1.0
0.19654873,0.030618178,0.0,0.10821785,0.0
0.27371627,0.057117507,0.0,0.34510604,0.0
0.9284122,0.023248356,1.0,0.9625909,1.0
0.36187148,0.069219604,1.0,0.5152327,1.0
0.5332076,0.088553004,1.0,0.37934715,1.0
0.15319872,0.02718602,0.0,0.06487733,0.0
0.10337328,0.044146765,0.0,0.10878988,0.0
0.1539624,0.030382108,0.0,0.05589621,0.0
0.12092257,0.054194473,0.0,0.22047079,0.0
0.29616022,0.06782048,1.0,0.7113499,1.0
0.93291396,0.027940108,1.0,0.8135648,1.0
