y_hat,y_hat_sigma,y_true,aleatoric
0.93446916,0.028320659,1.0,0.04616438
0.17603548,0.03880037,0.0,0.06888479
0.011045719,0.004914209,0.0,0.011139805
0.9569582,0.017952263,1.0,0.01697164
0.1419837,0.028359931,0.0,0.12209424
0.1613879,0.06373645,1.0,0.059184752
0.029332532,0.009541381,0.0,0.022921609
0.0037783643,0.0026686569,0.0,0.002851604
0.66080606,0.07748489,1.0,0.0842522
0.05998637,0.0138234645,0.0,0.057222765
0.12455088,0.043455437,0.0,0.060512464
0.6433592,0.11594881,0.0,0.12219315
0.8844657,0.039919067,1.0,0.03531716
0.89626193,0.039257545,1.0,0.044514727
0.088712946,0.017340777,0.0,0.079136446
0.9852543,0.007048771,1.0,0.011410556
0.00057880825,0.00055479095,0.0,0.00058116944
0.0007276152,0.00064272166,0.0,0.00079675665
0.12453479,0.044480503,0.0,0.04845171
0.005072633,0.003970842,0.0,0.004992686
0.13566135,0.06644005,0.0,0.042461853
0.978478,0.01168541,1.0,0.019919856
0.7178355,0.079935916,1.0,0.11286829
0.0002922512,0.0002830436,0.0,0.00034698343
0.00041013866,0.0003786511,0.0,0.00052501814
0.0003494758,0.00032115367,0.0,0.00038395144
0.0008962429,0.0007955198,0.0,0.0007672821
0.18602835,0.040606637,0.0,0.070138484
0.3424022,0.082060516,1.0,0.085565664
0.77730525,0.07354962,1.0,0.07286332
0.9948412,0.0025267035,1.0,0.0036773197
0.9439166,0.024275282,1.0,0.03423352
0.31553638,0.08075516,0.0,0.16481139
0.07711547,0.01684813,0.0,0.06752002
0.050815497,0.02193917,0.0,0.023843499
0.91201663,0.04094703,1.0,0.058178894
0.0033174283,0.0021596442,0.0,0.0035383995
0.00022439801,0.00021499077,0.0,0.00026700436
0.00029571605,0.00029136558,0.0,0.00036079652
0.081361756,0.016288735,0.0,0.07327755
0.13018402,0.032080628,0.0,0.055072084
0.04622542,0.01704414,0.0,0.018755823
0.00029966558,0.00029287528,0.0,0.00028920232
0.9451208,0.022766149,1.0,0.02348239
0.97641736,0.01157945,1.0,0.017300926
0.802392,0.08548956,1.0,0.07284858
0.9739495,0.014483657,1.0,0.023951972
0.75978756,0.08326867,1.0,0.10959813
0.98492795,0.010273016,1.0,0.012711368
0.002014354,0.0012964128,0.0,0.0024512615
0.115822755,0.021676494,0.0,0.10154969
0.055176605,0.027148593,0.0,0.029572895
0.9618351,0.016367687,1.0,0.024290662
0.00013120232,0.0001417488,0.0,0.00016154643
0.6734093,0.07599504,1.0,0.115781285
0.9481926,0.025439214,1.0,0.029297587
0.9657966,0.013257169,1.0,0.019556118
0.0053198477,0.0028149514,0.0,0.005630839
0.9803375,0.009732488,1.0,0.015981544
0.9972923,0.0029172485,1.0,0.0022030608
0.16333862,0.035156943,0.0,0.060958467
0.62340456,0.081044205,1.0,0.10119624
0.79748595,0.06219501,1.0,0.092424534
0.00023785296,0.00022522018,0.0,0.00027604948
0.08288053,0.017246597,1.0,0.0781355
0.2093982,0.047192518,0.0,0.08458903
0.97557,0.012281546,1.0,0.015749447
0.33566925,0.078293785,1.0,0.052057378
0.11795642,0.022960953,0.0,0.10156882
0.00018122213,0.0002202147,0.0,0.00019020817
0.98400056,0.0071736407,1.0,0.008665472
0.98281425,0.010413121,1.0,0.008477478
0.18580592,0.0423711,0.0,0.066971324
0.95020264,0.01977637,1.0,0.019327221
0.3450416,0.094208464,1.0,0.10813625
0.22938648,0.050073434,0.0,0.09382124
0.00039267118,0.00035628807,0.0,0.00047431546
0.053798225,0.05100077,0.0,0.05061941
0.72852045,0.07938109,1.0,0.05939657
0.6712579,0.05824537,1.0,0.05143445
0.20931946,0.074915126,0.0,0.08325609
0.115979955,0.034699835,0.0,0.06522255
0.00019886234,0.000217917,0.0,0.00017199517
0.98590505,0.0064323726,1.0,0.009079049
0.9912969,0.005325619,1.0,0.005125129
0.90522605,0.046875738,1.0,0.054602314
0.050743125,0.023886343,0.0,0.031550705
0.8831039,0.05204233,0.0,0.046301007
0.17350137,0.03882846,1.0,0.07174856
0.11913898,0.02770009,0.0,0.04999967
0.18010712,0.04150996,0.0,0.07051249
0.00020140085,0.00020686536,0.0,0.00023671566
0.93071073,0.028176665,1.0,0.029432388
0.027526462,0.008792092,0.0,0.027705027
0.05621835,0.024284933,0.0,0.025169645
0.1736825,0.040621072,0.0,0.06953265
0.8998445,0.043385465,1.0,0.05677295
0.08090631,0.016767269,0.0,0.07081032
0.3953025,0.07505041,0.0,0.11874971
0.07905573,0.020857636,0.0,0.048149068
0.00012194085,0.00015256762,0.0,0.00015996116
0.021217516,0.0073900614,0.0,0.020683682
0.32405823,0.0798746,1.0,0.07600038
0.0003963511,0.0003412602,0.0,0.00045826597
0.3999935,0.093081236,0.0,0.110306896
0.89594346,0.04221737,1.0,0.048267987
0.00044613285,0.00038124647,0.0,0.00051615544
0.21985805,0.07022442,1.0,0.05468401
0.12822479,0.033994548,0.0,0.050471
0.43508026,0.08199258,0.0,0.08652999
0.16504693,0.029491749,0.0,0.12211881
0.98598665,0.008641709,1.0,0.008504848
0.059871174,0.026427694,0.0,0.024248794
0.86984885,0.077135906,1.0,0.06703019
0.015874732,0.0058444617,0.0,0.016935935
0.40292895,0.098334625,0.0,0.11162661
0.00035757452,0.00037176703,0.0,0.00037756932
0.77446365,0.07700962,1.0,0.11913508
0.008474048,0.004182147,0.0,0.008559449
0.9472101,0.027294643,1.0,0.055382617
0.138235,0.03427556,0.0,0.05429732
0.08889627,0.01744104,1.0,0.08098209
0.19763234,0.06567729,0.0,0.09695141
0.1641969,0.038880516,1.0,0.058977056
0.0012284013,0.0012045132,0.0,0.0010390586
0.1256447,0.026716687,0.0,0.08297071
0.056249402,0.035466988,0.0,0.018622389
0.90294904,0.029818904,1.0,0.033543795
0.85070926,0.061431877,1.0,0.047632024
0.0077222986,0.0036096836,0.0,0.0081664715
0.8761003,0.059605014,1.0,0.069183595
0.93132746,0.03627849,1.0,0.08131268
0.42375782,0.109584294,0.0,0.10850254
0.6497953,0.08495126,1.0,0.05222069
0.9799032,0.008767911,1.0,0.012022088
0.091109134,0.018975442,0.0,0.070937514
0.8572077,0.05138918,0.0,0.06823085
0.122714855,0.034311708,0.0,0.053692017
0.00023275494,0.00026226716,0.0,0.00022783088
0.008974673,0.0074102283,0.0,0.013268097
0.74529004,0.08316276,1.0,0.08163766
0.0013185963,0.0011577202,0.0,0.0012269095
0.78489816,0.074097656,0.0,0.0897311
0.012581471,0.004973206,0.0,0.013019885
0.90507996,0.034673303,0.0,0.040542103
0.21881154,0.07533628,0.0,0.07956166
0.6887386,0.07656959,0.0,0.05653047
0.08457554,0.03335512,0.0,0.029139368
0.8247998,0.066537395,0.0,0.06835683
0.35063905,0.1072271,1.0,0.07312101
0.11795227,0.030153468,0.0,0.048117008
0.5640305,0.103872105,0.0,0.12246826
0.74621964,0.08018688,0.0,0.10267775
0.9974518,0.0018432928,1.0,0.0015557219
0.21777481,0.07815235,0.0,0.11239389
0.11956076,0.023110181,0.0,0.099173285
0.9518855,0.02028271,0.0,0.02238919
0.39090303,0.069013946,0.0,0.09811547
0.5675929,0.10906334,0.0,0.108651415
0.11774726,0.022252303,0.0,0.10703807
0.81103665,0.07027439,0.0,0.066088974
0.00039354744,0.00043849807,0.0,0.00044668623
0.69531065,0.09696889,1.0,0.14401688
0.12825215,0.032942187,0.0,0.052206207
0.0070818923,0.0034323328,0.0,0.006703679
0.9014438,0.038582314,1.0,0.038287323
0.99588,0.0026767983,1.0,0.0035592122
0.8471795,0.075240016,1.0,0.101420425
0.9730121,0.011076832,1.0,0.019890774
0.24144208,0.068079226,0.0,0.06600225
0.05256565,0.020860871,0.0,0.021852016
0.877569,0.037298664,1.0,0.051394776
0.9805415,0.009491944,1.0,0.014935808
0.00013093746,0.00012464222,0.0,0.00015463142
0.00042504896,0.00036517676,0.0,0.0005163156
0.4867145,0.09044293,1.0,0.074296616
0.7028122,0.08218896,0.0,0.06523026
0.0001202624,0.00012219437,0.0,0.00015812104
0.057081267,0.013404653,0.0,0.04900518
0.07733819,0.047581274,0.0,0.050415188
0.9558659,0.018801441,1.0,0.028017944
0.024562942,0.01755169,0.0,0.020495528
0.0004729376,0.000496796,0.0,0.00046321645
0.0006369051,0.00050899736,0.0,0.0006672874
0.8825898,0.045034513,1.0,0.03550819
0.040739372,0.01924054,0.0,0.018250689
0.76331407,0.061422512,1.0,0.073095985
0.98937756,0.0064347135,1.0,0.014402248
0.9997277,0.00031794023,1.0,0.00017864535
0.1329198,0.025718864,0.0,0.106754884
0.0051243515,0.0073233084,1.0,0.0051335054
0.00021311555,0.0002441639,0.0,0.00025041387
0.14282037,0.03298513,0.0,0.06240035
0.0003622951,0.0004049903,0.0,0.0003941206
0.00041065284,0.00038943978,0.0,0.0003812476
0.87190723,0.034289114,1.0,0.043632835
0.9720116,0.015084429,1.0,0.026137212
0.02122449,0.012992372,0.0,0.024305187
0.95262754,0.021110829,1.0,0.025446374
0.34649223,0.06996991,0.0,0.09356448
0.9975246,0.0022561594,1.0,0.0011783573
0.9814152,0.008196493,1.0,0.011773024
0.897045,0.053779885,1.0,0.088300146
0.19019707,0.042284336,0.0,0.07769438
0.76239306,0.070798926,0.0,0.08791282
0.9708761,0.014752164,1.0,0.021548709
0.8388035,0.052727267,1.0,0.05869662
0.010653293,0.004516917,0.0,0.012142008
0.0003679742,0.00030410514,0.0,0.00042913968
0.16028705,0.03694815,0.0,0.061762005
0.86887443,0.041095853,1.0,0.055368524
0.039692316,0.012953807,0.0,0.019658316
0.000677214,0.0005257522,0.0,0.0008205235
0.00023812373,0.00022306351,0.0,0.00029710116
0.9957193,0.0030541767,1.0,0.0040515936
0.09472213,0.033175737,0.0,0.037885346
0.8865615,0.037788317,1.0,0.05228529
0.98551965,0.009212451,1.0,0.006527797
1.731118e-05,2.2131273e-05,0.0,2.091126e-05
0.8099313,0.061527714,1.0,0.061940428
0.9844216,0.009644537,0.0,0.01564499
0.9001523,0.042075682,1.0,0.02799151
0.15771705,0.04016996,0.0,0.07236023
0.17013419,0.038680125,1.0,0.061350036
0.0004930641,0.0005176462,0.0,0.00054128456
0.1576438,0.03750665,0.0,0.06741564
0.008814969,0.0037377204,0.0,0.008328369
0.0640069,0.026838552,0.0,0.025274692
0.7357658,0.062560506,0.0,0.06503314
0.00072019506,0.0006531156,0.0,0.00067377195
0.8975325,0.041069183,1.0,0.040147558
0.0030964043,0.0017847933,0.0,0.0026245515
0.97953576,0.009576789,1.0,0.015292094
0.1913409,0.06757164,0.0,0.1096406
0.60824543,0.07752849,1.0,0.12382641
0.098795205,0.03564594,0.0,0.02919309
0.975218,0.010967177,1.0,0.014566513
0.00018058755,0.00017713006,0.0,0.00022761674
0.5368176,0.09626791,0.0,0.13388446
0.20433411,0.048073854,1.0,0.07953385
0.11184707,0.108079776,0.0,0.08453436
0.00012836425,0.00013915138,0.0,0.0001419853
0.0007443533,0.0005954262,0.0,0.0007828028
0.14681011,0.044192247,0.0,0.08342576
0.0010856973,0.00080497045,0.0,0.0012100092
0.19722302,0.04499442,0.0,0.07676846
0.12852259,0.0331059,0.0,0.05349354
0.08268356,0.029011419,1.0,0.023288367
0.0014215177,0.00095213036,0.0,0.0015075555
0.16803427,0.06282545,0.0,0.06577893
0.7483534,0.06661587,0.0,0.082217716
0.7773579,0.08886754,1.0,0.11924807
0.9663444,0.019243922,1.0,0.02517843
0.047492877,0.01752991,0.0,0.019265156
0.99948037,0.00049120816,1.0,0.0003463675
0.003715619,0.0021389073,0.0,0.0039520212
0.059906397,0.013627703,0.0,0.04816918
0.0005074864,0.00041191734,0.0,0.00062532496
0.9422833,0.026918722,1.0,0.024811305
0.38149545,0.08996798,0.0,0.06507055
0.23354831,0.070829645,0.0,0.088289745
0.93824637,0.028555417,1.0,0.03384842
0.24374278,0.050250605,1.0,0.076475784
0.2503496,0.077297814,0.0,0.07933698
0.2880081,0.072318904,1.0,0.09525152
0.05277517,0.026277225,0.0,0.020297231
0.67067325,0.10329592,1.0,0.10860112
0.33546692,0.08235503,0.0,0.12568283
0.8602024,0.053386293,1.0,0.05784085
0.11628494,0.021738844,0.0,0.10195844
0.1712325,0.056741036,1.0,0.0505544
0.9826227,0.007758639,1.0,0.015644275
0.90076643,0.032576475,1.0,0.040758282
0.45270225,0.11509161,1.0,0.12344116
0.7421961,0.06411241,1.0,0.06811948
0.8528009,0.055149153,1.0,0.12445283
0.089275,0.017819148,0.0,0.082894966
0.1053702,0.044953562,1.0,0.049910005
0.29854268,0.071389854,0.0,0.069796555
0.00017311706,0.00016657262,0.0,0.00020106552
0.9573265,0.022447849,1.0,0.021231525
0.41487294,0.097924806,1.0,0.14423165
0.0008623679,0.00089703023,0.0,0.00092487276
0.0922273,0.018063618,0.0,0.08469316
0.00018556767,0.00017363612,0.0,0.00024679975
0.99977976,0.00024374235,1.0,0.00012543956
0.96651834,0.02791678,1.0,0.022115184
0.96197295,0.019404044,1.0,0.028485827
0.00066662265,0.00051325804,0.0,0.0007852312
0.02260736,0.015474214,0.0,0.014096329
0.20006078,0.05841209,0.0,0.049201816
0.9962553,0.0035335636,1.0,0.00292522
0.016664492,0.006485183,0.0,0.014471061
0.40158954,0.113355935,0.0,0.07458744
0.9773468,0.013027085,1.0,0.0076681115
0.00012641134,0.00013743206,0.0,0.00016659684
0.7528634,0.09886784,1.0,0.12217194
0.10488454,0.037731335,0.0,0.028259449
0.9332074,0.026566748,1.0,0.037990503
0.31334975,0.09081729,0.0,0.112999804
0.7873318,0.069010966,1.0,0.06737315
0.00014376536,0.00015253192,0.0,0.00018063094
0.9541172,0.020206315,1.0,0.03936333
0.9922534,0.005550571,1.0,0.005087789
0.10261197,0.019792648,0.0,0.09140752
0.246481,0.05466779,0.0,0.08940111
0.91907305,0.029812599,1.0,0.02571225
0.36770648,0.2110454,1.0,0.16031392
0.6873127,0.09439436,1.0,0.15662822
0.8541007,0.057108887,1.0,0.053552892
0.17437187,0.040922716,0.0,0.065150574
0.099243656,0.03480169,1.0,0.040129967
0.4900732,0.10044515,1.0,0.085177585
0.20569043,0.04264631,0.0,0.073747255
0.115838915,0.021691186,0.0,0.10177391
0.5991722,0.06967269,1.0,0.19639426
0.9863287,0.007000744,1.0,0.009560186
0.0004942667,0.00041651292,0.0,0.00051349204
0.000496574,0.00042439305,0.0,0.0005738099
0.9883781,0.005451914,1.0,0.0070534707
0.11772764,0.04013976,0.0,0.04070371
0.99188036,0.004274151,1.0,0.0046639997
0.00064621336,0.0005104242,0.0,0.0007932384
0.8977279,0.029977113,1.0,0.03669499
0.9961309,0.0028679806,1.0,0.002627107
0.033044763,0.0096674645,0.0,0.031884186
0.9590153,0.017845986,1.0,0.026381236
0.24112402,0.07762916,0.0,0.088286564
0.6593027,0.09788652,1.0,0.109558225
0.01598443,0.0064586136,0.0,0.014642751
0.9904932,0.0062743435,1.0,0.009086214
0.01590411,0.005781137,0.0,0.016823448
0.00047309475,0.0005051285,0.0,0.00049550005
0.21719612,0.04706232,0.0,0.0765509
0.66674745,0.12316977,1.0,0.12499436
0.15032415,0.05585937,0.0,0.054120485
0.12691766,0.024729894,0.0,0.106308326
0.3809736,0.080797225,0.0,0.11029246
0.8632676,0.038902804,1.0,0.037760425
0.79778445,0.060478546,1.0,0.07575755
0.9973853,0.0015314915,1.0,0.0019723175
0.00018733625,0.00019775386,0.0,0.00022853406
0.00068035605,0.0006875988,0.0,0.00063212187
0.17097369,0.05088421,0.0,0.052972212
0.9844919,0.010179688,1.0,0.011777309
0.44075653,0.1064965,0.0,0.06975997
0.15151721,0.050247822,0.0,0.042690046
0.3681307,0.08468813,0.0,0.04680635
0.7257684,0.073972926,0.0,0.07321216
0.00042212324,0.00042347814,0.0,0.00049270137
0.0006280041,0.00049517164,0.0,0.00071285677
0.566076,0.08900036,1.0,0.057084356
0.71946985,0.07931132,0.0,0.09446869
0.06327181,0.026439434,0.0,0.029978711
0.06835163,0.030296328,0.0,0.025720352
0.15951668,0.038764644,0.0,0.06714567
0.21392295,0.052297786,0.0,0.08766517
0.0014000653,0.0012866319,0.0,0.0011730811
0.9567627,0.018768158,1.0,0.02237582
0.13254742,0.051491097,0.0,0.053697426
0.0025429737,0.0016108903,0.0,0.0030639044
0.91541564,0.037229978,1.0,0.032107174
0.51910865,0.116040856,0.0,0.17633863
0.9326014,0.028856855,0.0,0.036765113
0.9950797,0.0032036512,1.0,0.0024465255
0.86403215,0.064151965,1.0,0.060823597
0.51029915,0.091009654,1.0,0.15907119
0.08154923,0.042141914,0.0,0.040110692
0.016944982,0.007902948,0.0,0.017384619
0.9692973,0.019555502,1.0,0.0187772
0.0012388042,0.0010774515,0.0,0.0010590308
0.9031744,0.033010274,1.0,0.036828898
0.29154694,0.054243356,0.0,0.08097196
0.06592184,0.042827263,0.0,0.044787087
0.96851975,0.016432403,1.0,0.024822412
0.23869105,0.05020118,1.0,0.07488686
0.7787929,0.06850712,1.0,0.083218545
0.9380678,0.021353664,1.0,0.027841061
0.31406885,0.07457015,1.0,0.05371432
0.0014566475,0.0010282908,0.0,0.00159473
0.015815955,0.01117315,0.0,0.019943891
0.9539191,0.0183488,0.0,0.029432693
0.10581345,0.027868802,0.0,0.043710466
0.0144469105,0.010498275,0.0,0.008959185
0.9480597,0.022839572,1.0,0.025802558
0.9689371,0.014554048,1.0,0.014144788
0.88616055,0.05633601,1.0,0.0458844
0.4666,0.09416111,0.0,0.06611904
0.08614147,0.01685951,0.0,0.07829894
0.08698483,0.017591836,0.0,0.07439283
0.060159117,0.022930285,0.0,0.02849489
0.0005258674,0.00054751546,0.0,0.0005324736
0.0010798102,0.0007534862,0.0,0.001100888
0.0005012066,0.00044740541,0.0,0.0005437896
0.0001688528,0.00017793276,0.0,0.00020648622
0.0013434837,0.0014163404,0.0,0.0015941961
0.00056786835,0.0004526948,0.0,0.0006681036
0.22698943,0.073716395,0.0,0.05068809
0.12316869,0.030085327,0.0,0.053445257
0.01917558,0.008040789,0.0,0.023024326
0.00017874739,0.00017124841,0.0,0.0002185398
0.00035832392,0.00030446853,0.0,0.00038815918
0.0969639,0.021129845,0.0,0.063083686
0.94624335,0.025260722,1.0,0.027898319
0.0005825707,0.0005049592,0.0,0.00061243866
0.12628755,0.04126508,0.0,0.04041259
0.04571134,0.02520352,0.0,0.041694697
0.0023104297,0.002024998,0.0,0.0015718602
0.99026203,0.0045768707,1.0,0.006679519
0.20400389,0.03805819,0.0,0.12973417
0.4448536,0.07910845,0.0,0.18295957
0.94032854,0.022583524,1.0,0.026594192
0.9936159,0.003935254,1.0,0.004228083
0.08918013,0.017595712,0.0,0.082237564
0.026646998,0.011415062,0.0,0.023374356
0.5023597,0.088940166,0.0,0.10476997
0.2142918,0.12263874,0.0,0.10840525
0.00088888075,0.0008099075,0.0,0.00084636715
0.94326407,0.020448117,1.0,0.025538944
0.31594244,0.08824584,1.0,0.08597008
0.038502008,0.017653871,0.0,0.027841138
0.033748645,0.017352976,0.0,0.04896506
0.16922273,0.10968959,0.0,0.10763099
0.5517122,0.10218251,0.0,0.09140875
0.9636542,0.01330839,1.0,0.019310996
0.96235526,0.01541337,1.0,0.013084865
0.93663025,0.023979565,1.0,0.029856449
0.064483896,0.030332005,0.0,0.030229956
0.9010316,0.033335947,1.0,0.0509774
0.1712424,0.038620617,0.0,0.07032977
0.0003049108,0.00025953297,0.0,0.0003448538
0.98960173,0.0053423448,1.0,0.0067310105
0.42321005,0.082782425,0.0,0.10498896
0.9988344,0.0011896938,1.0,0.0008526207
0.017545367,0.0065840613,0.0,0.01787213
0.10894275,0.04942382,0.0,0.04729146
0.44351205,0.09817501,0.0,0.093675315
0.18661542,0.06703385,1.0,0.042718798
0.6483737,0.088854775,1.0,0.11721813
0.08949838,0.018982112,0.0,0.067391135
0.0013603899,0.0009819106,0.0,0.0016018074
0.54953176,0.1378109,0.0,0.10261922
0.0405909,0.01923841,1.0,0.018564085
0.9991279,0.0008952978,1.0,0.0006259608
0.13475396,0.039802246,0.0,0.047609553
0.0001448095,0.00016357514,0.0,0.00017715224
0.15028408,0.030244568,0.0,0.0874003
0.00011940509,0.00012071666,0.0,0.00015440844
0.1255791,0.032607663,0.0,0.054175556
0.38699165,0.119252466,0.0,0.109407775
0.08824966,0.017433599,0.0,0.08049423
0.09243601,0.01805994,0.0,0.08190932
0.18212849,0.042390715,0.0,0.069318935
0.67427003,0.090346046,1.0,0.13564113
7.5592485e-05,8.833445e-05,0.0,8.8744855e-05
0.008294704,0.0065814587,0.0,0.0045157922
0.13879594,0.03115439,0.0,0.053450696
0.98782986,0.015198484,1.0,0.0074521806
0.0004945793,0.00042437649,0.0,0.0005712971
0.00028493447,0.00023698753,0.0,0.0003702825
0.0021104838,0.0014553,0.0,0.0023526978
0.0004713673,0.0004049542,0.0,0.00053925376
0.3583835,0.07214642,0.0,0.09244391
0.0011884943,0.00083935785,0.0,0.001315902
0.9635369,0.017553663,1.0,0.020068439
0.0070613427,0.005258044,0.0,0.005141711
0.5493652,0.14215012,1.0,0.13860044
0.27244312,0.056932867,0.0,0.09506709
0.5874421,0.084349036,1.0,0.09358142
0.08894981,0.01755907,0.0,0.081255965
0.7915489,0.06701837,1.0,0.078929
0.10916332,0.05670814,0.0,0.04819705
0.9474292,0.050441124,1.0,0.026189335
0.46416718,0.08890192,1.0,0.06908916
0.9587895,0.017313382,0.0,0.01719058
0.85754454,0.054370657,0.0,0.105173536
0.03881297,0.048766635,0.0,0.04093818
0.17087093,0.04995375,1.0,0.038755417
0.00014192106,0.00014245659,0.0,0.00017178076
0.28377864,0.066536285,1.0,0.038832966
0.0029634323,0.0026438169,0.0,0.0032552937
0.7099332,0.08099506,1.0,0.08765059
0.09780689,0.036954142,0.0,0.041605093
0.9922241,0.007488351,0.0,0.005893858
0.35885742,0.086368345,0.0,0.06641935
0.24576277,0.07110912,0.0,0.068165585
0.100445084,0.021885455,0.0,0.08183591
0.56249744,0.089950286,1.0,0.10222087
0.41827706,0.110039644,1.0,0.07251226
0.98254627,0.0092256935,1.0,0.009545832
0.6955573,0.08318271,1.0,0.09249992
0.40277183,0.09887364,0.0,0.1111005
0.001124137,0.00083124905,0.0,0.0012101698
0.14262494,0.033866327,0.0,0.057205714
0.888533,0.0529612,1.0,0.092100084
0.16624029,0.038813286,0.0,0.06776231
0.6882122,0.076241694,1.0,0.101301506
0.57607764,0.102932625,0.0,0.07545754
0.1742366,0.08200257,0.0,0.06454697
0.97580624,0.019821497,1.0,0.019410105
0.0034830098,0.0023981987,0.0,0.002276021
0.8540459,0.059088293,1.0,0.05343801
0.99369687,0.004669691,1.0,0.0039912686
0.17619449,0.05902698,0.0,0.041850444
0.0011643007,0.0009409349,0.0,0.0011954182
0.18747133,0.059397344,0.0,0.034752324
0.005360536,0.0028380817,0.0,0.0061607505
0.22514786,0.056394316,0.0,0.055072706
0.7172356,0.075221814,1.0,0.08176609
0.19062564,0.06122014,0.0,0.1700141
0.0003578457,0.00032814348,0.0,0.00047735948
0.1232226,0.022548337,0.0,0.10578773
0.06761219,0.030999739,0.0,0.056923553
0.0054028677,0.0034052779,0.0,0.0051718545
0.7618852,0.07086641,1.0,0.07289098
0.8101424,0.050898653,1.0,0.05838719
0.53203243,0.16116156,0.0,0.18279149
0.98571795,0.0066910954,1.0,0.009417937
0.9088289,0.032180075,1.0,0.040684767
0.03442986,0.013748999,0.0,0.020179125
0.983526,0.00843296,1.0,0.014914218
0.00068127963,0.00058915245,0.0,0.0006755827
6.062854e-05,8.026237e-05,0.0,7.2177754e-05
0.3136249,0.06964339,0.0,0.055367712
0.79636717,0.056834318,1.0,0.07693231
0.95075274,0.022409664,1.0,0.020516846
0.00028301438,0.00031899955,0.0,0.00030379932
0.45453048,0.12780075,1.0,0.2672364
0.64270437,0.09577879,0.0,0.08558739
0.037702832,0.018632587,0.0,0.02341812
0.8616748,0.049417704,1.0,0.054606225
0.17730649,0.03686305,0.0,0.06641723
0.99110955,0.0048970087,1.0,0.006204348
0.9710938,0.013678405,1.0,0.013700643
0.7616718,0.089352444,1.0,0.108066574
0.12786207,0.030736757,0.0,0.057173725
0.9894322,0.0049985377,1.0,0.006269283
0.042125568,0.01795919,0.0,0.015463925
0.06295188,0.014975426,0.0,0.057167485
0.062031005,0.014382044,0.0,0.05658954
0.13610649,0.03502617,0.0,0.057593916
0.9790372,0.01024649,1.0,0.014276743
0.32311562,0.073985934,0.0,0.117322266
0.7751301,0.06468378,1.0,0.060846034
0.44909883,0.08377224,1.0,0.065758735
0.020807046,0.017009512,0.0,0.020678313
0.08910221,0.017493276,1.0,0.08064245
0.037729,0.010796162,0.0,0.03429288
0.11534918,0.021392472,0.0,0.09859342
0.124297544,0.029536935,0.0,0.054035045
0.09163845,0.03678399,0.0,0.038607437
0.23071682,0.066854395,1.0,0.083360545
0.00028342337,0.00024780814,0.0,0.000318703
0.7032261,0.06742294,1.0,0.08852052
0.000503246,0.00052865007,0.0,0.0004978927
0.21916822,0.047141634,0.0,0.0614148
0.9860543,0.0076305354,1.0,0.009728341
0.00081484526,0.0006358695,0.0,0.0009783888
0.982617,0.00938557,1.0,0.009308029
0.8116983,0.065257005,0.0,0.09023172
0.75588745,0.061205093,1.0,0.09242859
0.14028695,0.05300983,0.0,0.0701969
0.030174116,0.024014017,0.0,0.015364941
0.060565636,0.013864726,0.0,0.044058863
0.03733274,0.010670885,0.0,0.03673614
