y_hat,y_hat_sigma,y_true
0.25197777,0.086592115,1.0
0.26553503,0.053145822,0.0
0.00034739947,0.0003215499,0.0
0.12639943,0.06541273,0.0
0.7467961,0.07354933,1.0
0.5711452,0.08065138,1.0
0.28386325,0.08873686,0.0
0.14438233,0.04107011,0.0
0.00018593573,0.00021560049,0.0
0.9878585,0.0061234157,1.0
0.99013543,0.005659379,1.0
0.89100116,0.052478816,1.0
0.026664967,0.011929279,0.0
0.6979655,0.112435214,0.0
0.15394922,0.039356448,1.0
0.10686275,0.029378876,0.0
0.166926,0.04372562,0.0
0.00017597496,0.00017777331,0.0
0.94424367,0.024106938,1.0
0.031442367,0.008926017,0.0
0.07070814,0.028721303,0.0
0.15450126,0.0415219,0.0
0.9118845,0.04446818,1.0
0.07605378,0.016025037,0.0
0.35532045,0.06942528,0.0
0.1388907,0.033347376,0.0
0.00014431159,0.00017273764,0.0
0.014658411,0.006054583,0.0
0.41963604,0.079558864,1.0
0.00042957783,0.0003765335,0.0
0.3819799,0.097124584,0.0
0.9266264,0.033391174,1.0
0.00042976384,0.00037442244,0.0
0.32500944,0.08750106,1.0
0.11631709,0.032785714,0.0
0.49753097,0.08675991,0.0
0.1480071,0.02735567,0.0
0.9596955,0.022799738,1.0
0.06439502,0.025220139,0.0
0.8376131,0.09135457,1.0
0.014183485,0.005822511,0.0
0.4623088,0.0992086,0.0
0.0004767845,0.0004861599,0.0
0.66200644,0.1080601,1.0
0.0071169655,0.0035815604,0.0
0.982934,0.011281208,1.0
0.1164073,0.030927725,0.0
0.08819886,0.017960962,1.0
0.1444966,0.05497014,0.0
0.16478235,0.04078128,1.0
0.00075412286,0.00069011556,0.0
0.10336744,0.02278859,0.0
0.05111111,0.03855451,0.0
0.87515986,0.03907405,1.0
0.89452344,0.049457714,1.0
0.008008601,0.0038018269,0.0
0.8758256,0.053016964,1.0
0.94219327,0.029187575,1.0
0.5908988,0.101896696,0.0
0.6612061,0.08834358,1.0
0.9639664,0.015266009,1.0
0.10255487,0.021345478,0.0
0.9199041,0.036185425,0.0
0.1317008,0.03530492,0.0
0.00034740957,0.00038343333,0.0
0.003489719,0.003458473,0.0
0.80456823,0.06363706,1.0
0.0019049088,0.0016082618,0.0
0.8684546,0.049214687,0.0
0.011803739,0.0049990355,0.0
0.8204625,0.057345435,0.0
0.20325612,0.079912,0.0
0.6186721,0.06945244,0.0
0.072045095,0.027043067,0.0
0.7079567,0.095290154,0.0
0.4240074,0.116220504,1.0
0.102668844,0.028943844,0.0
0.5284735,0.107266806,0.0
0.71193,0.09228949,0.0
0.9968219,0.0019999952,1.0
0.25342223,0.0957351,0.0
0.13328569,0.025919538,0.0
0.96480507,0.015220025,0.0
0.31621358,0.06669266,0.0
0.37319306,0.08462499,0.0
0.11693142,0.022107482,0.0
0.83834356,0.060385555,0.0
0.00052405405,0.00053980364,0.0
0.84190255,0.059862766,1.0
0.11985613,0.034088742,0.0
0.005558272,0.0028206785,0.0
0.9063127,0.03624682,1.0
0.99287206,0.004396094,1.0
0.86429197,0.075405024,1.0
0.96975964,0.013148049,1.0
0.3256565,0.08093688,0.0
0.0890715,0.03291955,0.0
0.92022204,0.02453226,1.0
0.97313035,0.0134257935,1.0
0.00011314304,0.00011364341,0.0
0.0003726727,0.00032675124,0.0
0.6712723,0.08701283,1.0
0.713463,0.06970381,0.0
0.00015739894,0.00015233527,0.0
0.044982873,0.012450066,0.0
0.09666663,0.05044095,0.0
0.9637113,0.01942168,1.0
0.5716556,0.1458684,0.0
0.0004522258,0.0004989415,0.0
0.00068520114,0.0005514134,0.0
0.92542654,0.031907894,1.0
0.049028218,0.019995518,0.0
0.80485,0.06477192,1.0
0.97657627,0.013232767,1.0
0.9998174,0.0002245027,1.0
0.1419934,0.029465534,0.0
0.04471546,0.04790987,1.0
0.00029982525,0.00033881704,0.0
0.15174599,0.03870723,0.0
0.0002889695,0.00035681156,0.0
0.00026902932,0.00026960814,0.0
0.91480106,0.027187169,1.0
0.9750914,0.014346316,1.0
0.0074522463,0.0050282693,0.0
0.9215978,0.033524834,1.0
0.3739499,0.07357369,0.0
0.9934576,0.0050319345,1.0
0.98110217,0.0081582805,1.0
0.65478057,0.12525812,1.0
0.15598474,0.03733582,0.0
0.78753525,0.06494784,0.0
0.9786796,0.010407373,1.0
0.8005958,0.05519594,1.0
0.009638523,0.004596772,0.0
0.00029146526,0.0002576912,0.0
0.1318629,0.03563347,0.0
0.89860165,0.031089125,1.0
0.03605079,0.013541517,0.0
0.00046971178,0.00038252465,0.0
0.00022333165,0.00021824932,0.0
0.9940534,0.0047000977,1.0
0.15371946,0.04933091,0.0
0.93510205,0.022654666,1.0
0.9742406,0.01457481,1.0
2.0040714e-05,2.6613949e-05,0.0
0.8395531,0.060376905,1.0
0.98943067,0.00694135,0.0
0.8280582,0.05925006,1.0
0.15091,0.041390143,0.0
0.15293922,0.039542936,1.0
0.0005111719,0.00055395655,0.0
0.14614622,0.03847922,0.0
0.006479836,0.0029841291,0.0
0.05991859,0.023626659,0.0
0.50187695,0.10323,0.0
0.0013337027,0.001098499,0.0
0.93051326,0.035055593,1.0
0.0027207362,0.0015874961,0.0
0.98680604,0.0058450624,1.0
0.39083487,0.09524496,0.0
0.7075185,0.06996027,1.0
0.16154264,0.05465877,0.0
0.9524209,0.023059083,1.0
0.0001895457,0.00018088863,0.0
0.512306,0.08965378,0.0
0.20833093,0.0539077,1.0
0.079138175,0.05360284,0.0
0.00012245297,0.00014297834,0.0
0.0005304905,0.00044395577,0.0
0.17844854,0.05509478,0.0
0.00090600766,0.0006681152,0.0
0.15372963,0.04088227,0.0
0.114737086,0.03194933,0.0
0.07839548,0.02758248,1.0
0.0010188776,0.0007462545,0.0
0.2045661,0.08428564,0.0
0.82216465,0.055345908,0.0
0.75119185,0.09044887,1.0
0.97612375,0.01274373,1.0
0.026490157,0.0123715075,0.0
0.99945235,0.00042790515,1.0
0.002977378,0.0018445611,0.0
0.113351345,0.027270712,0.0
0.0004629891,0.00038400284,0.0
0.8666751,0.049703978,1.0
0.42031813,0.099374406,0.0
0.39517853,0.10496915,0.0
0.84064406,0.07485627,1.0
0.2008311,0.04581574,1.0
0.32163483,0.09862768,0.0
0.1732191,0.048703577,1.0
0.048777603,0.023385761,0.0
0.7054347,0.107125655,1.0
0.46157354,0.090376586,0.0
0.8330078,0.068764806,1.0
0.11829969,0.022382187,0.0
0.23210408,0.06640512,1.0
0.991676,0.0040325564,1.0
0.9152858,0.027903993,1.0
0.44506884,0.12075252,1.0
0.7996763,0.055077113,1.0
0.8301282,0.05889281,1.0
0.086131185,0.017955843,0.0
0.13219665,0.055405986,1.0
0.29728517,0.07117075,0.0
0.00013042406,0.00014325285,0.0
0.95358264,0.021935614,1.0
0.41419336,0.1031426,1.0
0.0009042387,0.00092669664,0.0
0.095300674,0.018960675,0.0
0.0001866928,0.00018069542,0.0
0.999795,0.0002296166,1.0
0.9574703,0.033378407,1.0
0.9918863,0.006181598,1.0
0.00061497896,0.00048796923,0.0
0.026705435,0.023581015,0.0
0.13799559,0.049529813,0.0
0.992755,0.0053928657,1.0
0.011669249,0.005229371,0.0
0.78194976,0.06565965,0.0
0.98154914,0.010538107,1.0
0.00017587798,0.00018732139,0.0
0.43112433,0.14148283,1.0
0.14893906,0.053379335,0.0
0.9432421,0.022928568,1.0
0.43551612,0.11509146,0.0
0.89133877,0.03701658,1.0
0.00011616945,0.00013295306,0.0
0.9733197,0.012238659,1.0
0.9910387,0.006554134,1.0
0.08300055,0.017348362,0.0
0.21580774,0.048176304,0.0
0.91635525,0.035112176,1.0
0.36628297,0.15928066,1.0
0.6517162,0.12347571,1.0
0.80234754,0.067865215,1.0
0.1779636,0.045628093,0.0
0.1916988,0.06779195,1.0
0.4989371,0.10049887,1.0
0.18929568,0.045123518,0.0
0.11822839,0.022722766,0.0
0.64500946,0.06406088,1.0
0.98956716,0.0055068475,1.0
0.00046625463,0.00043624797,0.0
0.00044362812,0.00039006636,0.0
0.9922049,0.0033466355,1.0
0.13026462,0.04727813,0.0
0.9957323,0.0023599493,1.0
0.00044876256,0.00036601655,0.0
0.9073581,0.025606913,1.0
0.96550393,0.016863571,1.0
0.027711095,0.009359092,0.0
0.96716106,0.014726404,1.0
0.28444695,0.09541616,0.0
0.6568143,0.1009319,1.0
0.011103444,0.0048796176,0.0
0.98182625,0.0133789005,1.0
0.014588227,0.005999706,0.0
0.0003976872,0.0004558138,0.0
0.1991817,0.052285615,0.0
0.7764818,0.094703995,1.0
0.1988463,0.06235342,0.0
0.13185893,0.026895277,0.0
0.32882544,0.084107116,0.0
0.8620185,0.039883606,1.0
0.8024487,0.063205265,1.0
0.9989794,0.00061696296,1.0
0.0001683006,0.00018699604,0.0
0.0006764179,0.0007166017,0.0
0.15157613,0.051181667,0.0
0.9623023,0.02256352,1.0
0.40166673,0.10651092,0.0
0.19436221,0.07011182,0.0
0.47672853,0.07918232,0.0
0.8211041,0.062239356,0.0
0.00040144025,0.0003906352,0.0
0.00063050975,0.0005171265,0.0
0.59870017,0.0832349,1.0
0.7595578,0.06575131,0.0
0.0656239,0.026110237,0.0
0.1014931,0.03805754,0.0
0.14196289,0.038118854,0.0
0.19171049,0.052377466,0.0
0.0016196175,0.0014923781,0.0
0.9219123,0.032238167,1.0
0.18950249,0.07123781,0.0
0.0019890233,0.0013909917,0.0
0.9252505,0.031085303,1.0
0.5153767,0.11867465,0.0
0.86655986,0.061134834,0.0
0.99376005,0.0036476117,1.0
0.737777,0.09556611,1.0
0.34158385,0.10889312,1.0
0.13468187,0.06631068,0.0
0.010352165,0.0059479093,0.0
0.98604393,0.008501176,1.0
0.0022333085,0.0018397484,0.0
0.8673035,0.0444652,1.0
0.24048759,0.054403108,0.0
0.05676341,0.04067132,0.0
0.968709,0.016623996,1.0
0.23368113,0.05590641,1.0
0.83413565,0.059147228,1.0
0.89709103,0.035451673,1.0
0.38832924,0.085048795,1.0
0.0014691731,0.0010521854,0.0
0.012716375,0.0088394685,0.0
0.96611184,0.013855775,0.0
0.08869091,0.02696919,0.0
0.012858233,0.009186455,0.0
0.9538536,0.02152931,1.0
0.9866318,0.008192412,1.0
0.9138803,0.037205942,1.0
0.39804927,0.094568506,0.0
0.09296744,0.01845566,0.0
0.07600613,0.01578147,0.0
0.078967094,0.02789314,0.0
0.0005299411,0.0005679994,0.0
0.0011120224,0.0007749797,0.0
0.00044847015,0.0004009821,0.0
0.00016685664,0.00017867291,0.0
0.0015137052,0.0014823354,0.0
0.00045283308,0.00037639213,0.0
0.27670044,0.090570405,0.0
0.09965135,0.029215276,0.0
0.023197237,0.010344431,0.0
0.00018968148,0.00018116468,0.0
0.00036063985,0.0003029583,0.0
0.13167502,0.02720739,0.0
0.9602487,0.019984376,1.0
0.00041092213,0.00036310143,0.0
0.13212565,0.04256982,0.0
0.05671153,0.028235234,0.0
0.0012593664,0.0010980265,0.0
0.9922871,0.0033017572,1.0
0.17219688,0.036552686,0.0
0.5299361,0.07703897,0.0
0.8755348,0.043523565,1.0
0.978711,0.011111595,1.0
0.08954349,0.018112255,0.0
0.028269632,0.012731019,0.0
0.64721113,0.09261327,0.0
0.1509942,0.08304406,0.0
0.0011447474,0.0010311442,0.0
0.90975136,0.032511607,1.0
0.49154693,0.10677927,1.0
0.018454002,0.0107250735,0.0
0.025532305,0.016045632,0.0
0.08192361,0.045099244,0.0
0.6737096,0.09469518,0.0
0.95783955,0.016602917,1.0
0.9602992,0.017533226,1.0
0.94212747,0.0229268,1.0
0.069209196,0.029662268,0.0
0.92619824,0.027741546,1.0
0.14265385,0.03739562,0.0
0.0002850427,0.00024309425,0.0
0.9937083,0.003134823,1.0
0.47783932,0.08602254,0.0
0.99883175,0.0010502209,1.0
0.0124665545,0.005223864,0.0
0.1565309,0.059147216,0.0
0.48134404,0.09319995,0.0
0.22075845,0.07820115,1.0
0.642817,0.0828468,1.0
0.0721355,0.01573191,0.0
0.0011800657,0.0008377553,0.0
0.7109909,0.11646428,0.0
0.05072898,0.021431953,1.0
0.9994211,0.0005507053,1.0
0.1880686,0.052693456,0.0
0.0001638026,0.0001748818,0.0
0.1304656,0.02837067,0.0
0.00012433644,0.00012840291,0.0
0.12067024,0.034820024,0.0
0.5203917,0.12654239,0.0
0.08782384,0.017846813,0.0
0.08806566,0.018205747,0.0
0.21698418,0.052502573,0.0
0.43180293,0.10679232,1.0
7.4093005e-05,8.60957e-05,0.0
0.005892089,0.0053131795,0.0
0.14788884,0.03801115,0.0
0.98499376,0.016018283,1.0
0.0004307366,0.00038333627,0.0
0.0002423961,0.00021221227,0.0
0.0020073613,0.0013785354,0.0
0.00042308035,0.00037574524,0.0
0.33188486,0.069283836,0.0
0.0011296878,0.0008299687,0.0
0.9756586,0.011293506,1.0
0.0034020247,0.002712969,0.0
0.7380208,0.10310634,1.0
0.197108,0.04679883,0.0
0.6540936,0.08088205,1.0
0.08809613,0.01766747,0.0
0.7638484,0.06583729,1.0
0.06095376,0.030950867,0.0
0.9735915,0.02537409,1.0
0.50859934,0.083262324,1.0
0.90646404,0.03370975,0.0
0.91216904,0.035376802,0.0
0.019821301,0.023635393,0.0
0.21952304,0.07139067,1.0
0.00011097405,0.00012226893,0.0
0.3664532,0.079897866,1.0
0.0026890214,0.00259203,0.0
0.76529855,0.07778236,1.0
0.13125424,0.048402857,0.0
0.9922155,0.0069956942,0.0
0.49132222,0.10367039,0.0
0.3497199,0.08743176,0.0
0.12883742,0.02611548,0.0
0.654022,0.080878064,1.0
0.54417163,0.095412806,1.0
0.9868135,0.0065316344,1.0
0.62389827,0.093009554,1.0
0.4149534,0.111080594,0.0
0.0010767936,0.0008140968,0.0
0.13887964,0.042505335,0.0
0.9218418,0.03305779,1.0
0.16436546,0.040058143,0.0
0.80863374,0.056011938,1.0
0.7387737,0.08912051,0.0
0.41010132,0.115381576,0.0
0.97804964,0.017015886,1.0
0.0016521517,0.0012993197,0.0
0.93085957,0.03654494,1.0
0.99604934,0.0030462395,1.0
0.21070467,0.07699967,0.0
0.0015035933,0.0012540342,0.0
0.19600639,0.061897546,0.0
0.0036086228,0.00210036,0.0
0.29642624,0.07641475,0.0
0.7570219,0.067370996,1.0
0.26784012,0.07818259,0.0
0.00031657773,0.00028654968,0.0
0.12563792,0.023773603,0.0
0.038289797,0.02128522,0.0
0.009196285,0.0045430874,0.0
0.7978217,0.0701286,1.0
0.79379994,0.057150025,1.0
0.56348115,0.18137302,0.0
0.9772206,0.009551221,1.0
0.9059895,0.030341009,1.0
0.08072448,0.025993338,0.0
0.9650622,0.020495258,1.0
0.0005345846,0.00047646885,0.0
5.419892e-05,7.492748e-05,0.0
0.2985437,0.081674114,0.0
0.87751025,0.040680695,1.0
0.9650686,0.016354812,1.0
0.00027014464,0.00031407914,0.0
0.21612461,0.08615577,1.0
0.7048672,0.09440085,0.0
0.043409746,0.01997901,0.0
0.8886818,0.043597206,1.0
0.17505445,0.039745387,0.0
0.99084383,0.004780211,1.0
0.9500379,0.021266723,1.0
0.7375009,0.08490779,1.0
0.12630269,0.032521423,0.0
0.9926856,0.0034723475,1.0
0.023926562,0.011694435,0.0
0.057488475,0.014299301,0.0
0.054064192,0.013474902,0.0
0.12478353,0.03451485,0.0
0.98232716,0.008006484,1.0
0.43489683,0.09195191,0.0
0.7917249,0.062191952,1.0
0.5309116,0.09008699,1.0
0.035036314,0.024778306,0.0
0.08686028,0.01746801,1.0
0.02836847,0.009286796,0.0
0.116165854,0.023096466,0.0
0.104088575,0.026946038,0.0
0.088756666,0.03542513,0.0
0.31290874,0.08659383,1.0
0.00023337235,0.00022045804,0.0
0.6925947,0.075908296,1.0
0.0004438673,0.00048695254,0.0
0.174113,0.047144596,0.0
0.97668964,0.012451364,1.0
0.00064324634,0.000509593,0.0
0.97084737,0.012385496,1.0
0.8468416,0.06483397,0.0
0.6410696,0.07756716,1.0
0.20867619,0.06652835,0.0
0.042638507,0.026142644,0.0
0.048488684,0.01218362,0.0
0.03497913,0.0098752165,0.0
0.0012882289,0.00086752174,0.0
0.35602605,0.082759604,0.0
0.83755195,0.05901996,1.0
0.00020436785,0.00039970517,0.0
0.00076334696,0.0006175257,0.0
0.0005256585,0.00045782258,0.0
0.80422354,0.06174826,0.0
0.9869698,0.006171078,1.0
0.9385934,0.036837235,1.0
0.10842452,0.021152476,0.0
0.8477876,0.045210697,0.0
0.1719903,0.07134257,0.0
0.8607615,0.039565314,1.0
0.949123,0.024144573,1.0
0.54306245,0.11295109,0.0
0.93658245,0.036076203,1.0
0.00041644883,0.0003731867,0.0
0.10555897,0.020574069,0.0
0.93205196,0.022571981,1.0
0.21266407,0.052233618,0.0
0.6951938,0.09389583,1.0
0.0003441333,0.00039510644,0.0
0.1463021,0.038641807,0.0
0.00210011,0.0017322142,0.0
0.17292917,0.045368742,1.0
0.00013516017,0.00015111003,0.0
0.009010367,0.007373115,0.0
0.0878204,0.017692082,0.0
0.001153318,0.000990257,0.0
0.2308734,0.05423572,0.0
0.00018529255,0.00020887094,0.0
0.98662186,0.0088213915,1.0
0.0134739885,0.02151447,0.0
0.99221057,0.0038326224,1.0
0.968,0.013807193,1.0
0.00020864327,0.00020888934,0.0
0.93324316,0.026455149,1.0
0.0004498734,0.00038237704,0.0
0.95744246,0.02120594,1.0
0.98903507,0.00514304,1.0
0.00022325006,0.00059742003,0.0
0.083715774,0.032618772,0.0
0.014696351,0.011428499,0.0
0.00043096603,0.00036991478,0.0
0.9992032,0.00071782473,1.0
0.10048937,0.020160217,0.0
0.000803087,0.00064304704,0.0
0.9992234,0.00074661383,1.0
0.697381,0.07490265,1.0
0.0011210684,0.00087055936,0.0
0.8741761,0.051410634,1.0
0.9996579,0.00037286477,1.0
0.98561066,0.007474655,1.0
0.90258396,0.036174856,1.0
0.7566138,0.08249473,1.0
0.98866004,0.009028222,1.0
0.10276408,0.020251784,0.0
0.79393846,0.047808167,1.0
0.0013628668,0.0010033145,0.0
0.42351308,0.07564662,0.0
0.11364697,0.054706503,0.0
0.13912718,0.041289072,0.0
0.99754375,0.0013313008,1.0
0.9595427,0.018674526,1.0
0.00047353806,0.00037390992,0.0
0.4518167,0.089346334,1.0
0.8894959,0.084837504,1.0
0.85353106,0.064789034,1.0
0.99441797,0.0035639985,1.0
0.08191843,0.022030018,0.0
0.9528108,0.018005086,1.0
0.9012161,0.032848287,1.0
0.058162633,0.01378347,1.0
0.9900832,0.005871002,1.0
0.0024102682,0.0015756793,0.0
0.00020223403,0.00018853089,0.0
0.04688421,0.014408699,0.0
0.0002711388,0.0002637222,0.0
0.03942941,0.011397411,0.0
0.9970001,0.0018718782,1.0
0.4554008,0.13147576,1.0
0.0059295194,0.0030551928,0.0
0.4674746,0.095581345,0.0
0.13868581,0.048392262,1.0
0.09543571,0.018912328,0.0
0.00022904758,0.00020734468,0.0
0.1358864,0.035500016,1.0
0.24419697,0.061193038,0.0
0.00031361214,0.00026755783,0.0
0.3812155,0.07968214,0.0
0.15672988,0.048139244,0.0
0.6502156,0.114979126,0.0
0.4397287,0.10825784,1.0
0.9933621,0.0038804335,1.0
0.9927942,0.0033536046,1.0
0.10277787,0.020365506,0.0
0.9155575,0.03725556,1.0
0.7487868,0.09054555,0.0
0.17345823,0.034496963,0.0
0.96922165,0.016743293,1.0
0.84482616,0.044933096,1.0
0.91724217,0.03498516,1.0
7.2038245e-05,8.945989e-05,0.0
0.9708043,0.012072432,1.0
0.00038383235,0.00034484584,0.0
0.99975216,0.00023290887,1.0
0.22524634,0.049428843,1.0
0.67621964,0.08488911,1.0
0.0007243105,0.0006077242,0.0
0.089740396,0.01836499,0.0
0.00012647988,0.0001518328,0.0
0.9762041,0.012328433,1.0
0.88812405,0.044228043,1.0
0.17994322,0.042255905,0.0
0.14739841,0.037989393,0.0
0.86726445,0.044884745,1.0
0.76151884,0.07302943,1.0
0.96144724,0.016658016,1.0
0.9807924,0.008634303,1.0
0.001431141,0.0010215228,0.0
0.00022246395,0.00021395255,0.0
0.010190057,0.0047451304,0.0
0.0019873823,0.001590665,0.0
0.00016116626,0.00032004304,1.0
2.5257043e-05,3.5651145e-05,0.0
0.93362635,0.02285754,1.0
0.967899,0.014384309,1.0
0.8449884,0.047327667,0.0
0.06514519,0.03243714,0.0
0.79449797,0.07820372,1.0
0.4066671,0.09243693,1.0
0.9095301,0.04060184,1.0
0.9958199,0.0036391483,1.0
0.9469832,0.021093067,1.0
0.83343524,0.060819007,1.0
0.006103614,0.0032651902,0.0
0.41805834,0.105792426,1.0
0.9710426,0.011903105,1.0
0.9578227,0.022472737,1.0
0.9629284,0.011869472,1.0
0.00062404096,0.00059651106,0.0
0.112716794,0.029802332,1.0
0.97933143,0.009980549,1.0
0.004536562,0.0026769573,0.0
0.07650099,0.017336937,0.0
0.45714247,0.0880443,1.0
5.8290505e-05,6.898695e-05,0.0
0.0076519568,0.0074484306,0.0
0.9654045,0.019456651,1.0
0.98904824,0.0059987353,1.0
0.96003896,0.02052619,1.0
0.0019476595,0.0015074746,0.0
0.08655784,0.033606924,0.0
0.15730529,0.068376355,0.0
0.9996384,0.00041170671,1.0
0.060013115,0.022571703,0.0
0.0838421,0.017510796,0.0
0.90916836,0.044776354,1.0
0.0002624198,0.00028552956,0.0
0.027725196,0.011884502,0.0
0.92841005,0.03460119,1.0
0.99763066,0.0016628408,1.0
0.19961086,0.07685505,0.0
0.00070234155,0.00057444995,0.0
7.599957e-05,9.825336e-05,0.0
0.00034634495,0.00033888198,0.0
0.008316494,0.00571289,0.0
0.17122051,0.043644797,0.0
0.9629789,0.019718723,1.0
0.95729095,0.016607149,1.0
0.19476648,0.046422508,0.0
0.8499301,0.04940191,1.0
0.9814678,0.009664503,1.0
0.082292184,0.035613693,0.0
0.07819422,0.030431917,0.0
0.7873062,0.054381154,1.0
0.61447126,0.0863833,1.0
0.09589667,0.019340802,0.0
0.4691546,0.10730437,0.0
0.9647604,0.016598906,1.0
0.94872403,0.020309404,1.0
0.107867956,0.0290923,0.0
0.00094908715,0.00074871175,0.0
0.00057384226,0.0005012177,0.0
0.050850563,0.020836107,0.0
0.055132765,0.015836777,0.0
0.99306846,0.004102703,1.0
0.17015283,0.041267302,0.0
0.00017583132,0.0001660503,0.0
0.15325527,0.03895269,0.0
0.16838706,0.059698805,0.0
0.8743903,0.05286897,1.0
0.00053216174,0.0004415822,0.0
0.16738795,0.043771643,0.0
0.9518755,0.020155717,1.0
0.18758099,0.058373235,1.0
0.0025481314,0.0016178854,0.0
0.093429714,0.022358716,0.0
0.15524957,0.041886356,0.0
0.2722166,0.08566652,0.0
0.20220558,0.067257784,0.0
0.00012217229,0.00013634062,0.0
0.0018997459,0.0015196776,0.0
0.00023471477,0.00021286745,0.0
0.08367793,0.031980034,0.0
0.19823684,0.052050803,0.0
0.9257214,0.02728721,1.0
0.63203996,0.08662489,0.0
0.9300984,0.029969946,1.0
0.17395128,0.061592158,0.0
0.15518723,0.041283924,0.0
0.63254243,0.08154919,1.0
0.00033713537,0.0003873684,0.0
0.124490686,0.048034795,1.0
0.14183243,0.036061596,0.0
0.00025691037,0.00024462244,0.0
0.5750004,0.1472985,1.0
0.15263928,0.038353294,0.0
0.105034314,0.03737602,1.0
0.70991516,0.17036,0.0
0.29727665,0.079294786,0.0
0.47452384,0.12753293,1.0
0.18165372,0.060853697,0.0
0.120777234,0.03569197,1.0
0.21094939,0.05543968,0.0
0.99363166,0.005001147,1.0
0.00039821764,0.00033509,0.0
0.97165954,0.014860112,1.0
0.0013560753,0.0009734701,0.0
0.10727097,0.039537743,0.0
0.95953846,0.02045054,1.0
0.0027853223,0.0019245365,0.0
